Timestamp,Cliente,Ambiente,Sección,Versión,P95 (ms) actual,P50 (ms) actual,Stdev (ms) actual,N muestras,P95 (ms) histórico,Porcentaje de mejora/empeora
2026-07-08T13:53:19-03:00,CFI,Production,Agenda,V1.12.5,9536.15,1061.5,5543.74,8,55640.5,82.86
2026-07-08T13:53:19-03:00,CFI,Production,Home,V1.12.5,18747.5,12309.5,3783.29,8,22772.5,17.67
2026-07-08T13:53:19-03:00,CFI,Production,Mis depositarios,V1.12.5,2622.45,1454.5,573.47,8,2196.6,-19.39
2026-07-08T13:53:19-03:00,CFI,Production,Mis operaciones,V1.12.5,41586.75,5077.5,13639.15,8,10392.15,-300.17
2026-07-08T13:53:19-03:00,CFI,Production,Mis portfolios,V1.12.5,15406.4,7947.0,3044.44,8,8023.1,-92.03
2026-07-08T13:53:19-03:00,CFI,Production,Rendimiento,V1.12.5,5352.0,909.0,1876.59,8,4914.55,-8.9
