Timestamp,Cliente,Ambiente,Sección,Versión,P95 (ms) actual,Cantidad de muestras de la sección
2026-01-05T08:36:11-03:00,CFI,Production,Home,V1.10.5,10015.3,320
2026-01-05T08:36:11-03:00,CFI,Production,Mi dinero,V1.10.5,144489.9,64
2026-01-05T08:36:11-03:00,CFI,Production,Mis operaciones,V1.10.5,15397.2,192
2026-01-05T08:36:11-03:00,CFI,Production,Mis portfolios,V1.10.5,7370.5,320
2026-01-05T08:36:11-03:00,CFI,Production,Rendimiento,V1.10.5,4355.0,5440
