Timestamp,Cliente,Ambiente,Versión,Sección,Descripción base,P95 (ms) acumulado base,Descripción comparada,P95 (ms) acumulado comparada,Porcentaje de mejora/empeora
2026-01-05T08:36:11-03:00,CFI,Production,V1.10.5,Agenda,Primer ingreso al menú Agenda,3761.2,Segundo ingreso al menú Agenda,3687.6,1.96
2026-01-05T08:36:11-03:00,CFI,Production,V1.10.5,Agenda,Primer uso de filtros por estados y conceptos,73502.75,Segundo uso de filtros por estados y conceptos,65407.55,11.01
2026-01-05T08:36:11-03:00,CFI,Production,V1.10.5,Home,Primer ingreso al menú Home,9937.2,Segundo ingreso al menú Home,6846.0,31.11
2026-01-05T08:36:11-03:00,CFI,Production,V1.10.5,Mi dinero,Primer ingreso al menú Mi dinero,145820.1,Segundo ingreso al menú Mi dinero,135659.8,6.97
2026-01-05T08:36:11-03:00,CFI,Production,V1.10.5,Mis operaciones,Primer ingreso al menú Mis operaciones,4979.2,Segundo ingreso al menú Mis operaciones,5133.4,-3.1
2026-01-05T08:36:11-03:00,CFI,Production,V1.10.5,Mis operaciones,Primer uso de filtros de operaciones,27772.85,Segundo uso de filtros de operaciones,25902.35,6.73
2026-01-05T08:36:11-03:00,CFI,Production,V1.10.5,Mis operaciones,Primer uso de filtros de operaciones por depositario,16138.75,Segundo uso de filtros de operaciones por depositario,15132.15,6.24
2026-01-05T08:36:11-03:00,CFI,Production,V1.10.5,Mis portfolios,Primer ingreso al menú Mis portfolios,6490.8,Segundo ingreso al menú Mis portfolios,3642.0,43.89
2026-01-05T08:36:11-03:00,CFI,Production,V1.10.5,Rendimiento,Primer ingreso al portfolio Total,333561.4,Segundo ingreso al portfolio Total,330356.4,0.96
2026-01-05T08:36:11-03:00,CFI,Production,V1.10.5,Rendimiento,Primer ingreso al portfolio FFI,37373.0,Segundo ingreso al portfolio FFI,1923.0,94.85
2026-01-05T08:36:11-03:00,CFI,Production,V1.10.5,Rendimiento,Primer ingreso al portfolio Avalian ARS,77465.7,Segundo ingreso al portfolio Avalian ARS,1578.5,97.96
2026-01-05T08:36:11-03:00,CFI,Production,V1.10.5,Rendimiento,Primer ingreso al portfolio Fideicomiso CFI,19758.2,Segundo ingreso al portfolio Fideicomiso CFI,1964.95,90.06
2026-01-05T08:36:11-03:00,CFI,Production,V1.10.5,Rendimiento,Primer ingreso al portfolio CFI,82268.35,Segundo ingreso al portfolio CFI,1832.05,97.77
2026-01-05T08:36:11-03:00,CFI,Production,V1.10.5,Rendimiento,Primer ingreso al portfolio FPC,4468.85,Segundo ingreso al portfolio FPC,1742.3,61.01
2026-01-05T08:36:11-03:00,CFI,Production,V1.10.5,Rendimiento,Primer ingreso al portfolio Estrategia,53131.6,Segundo ingreso al portfolio Estrategia,1794.8,96.62
2026-01-05T08:36:11-03:00,CFI,Production,V1.10.5,Rendimiento,Primer ingreso al portfolio Fondo de Obra Social,4863.85,Segundo ingreso al portfolio Fondo de Obra Social,1990.6,59.07
2026-01-05T08:36:11-03:00,CFI,Production,V1.10.5,Rendimiento,Primera recorrida de cartas de rendimiento portfolio Total método MWR,6251.35,Segunda recorrida de cartas de rendimiento portfolio Total método MWR,6247.45,0.06
2026-01-05T08:36:11-03:00,CFI,Production,V1.10.5,Rendimiento,Primera recorrida de cartas de rendimiento portfolio Total método TWR,5962.0,Segunda recorrida de cartas de rendimiento portfolio Total método TWR,6063.55,-1.7
2026-01-05T08:36:11-03:00,CFI,Production,V1.10.5,Rendimiento,Primera recorrida de cartas de rendimiento portfolio Estrategia método MWR,2321.1,Segunda recorrida de cartas de rendimiento portfolio Estrategia método MWR,2234.55,3.73
2026-01-05T08:36:11-03:00,CFI,Production,V1.10.5,Rendimiento,Primera recorrida de cartas de rendimiento portfolio Fideicomiso CFI método MWR,3959.5,Segunda recorrida de cartas de rendimiento portfolio Fideicomiso CFI método MWR,4019.5,-1.52
2026-01-05T08:36:11-03:00,CFI,Production,V1.10.5,Rendimiento,Primera recorrida de cartas de rendimiento portfolio FFI método MWR,4263.5,Segunda recorrida de cartas de rendimiento portfolio FFI método MWR,4308.25,-1.05
2026-01-05T08:36:11-03:00,CFI,Production,V1.10.5,Rendimiento,Primera recorrida de cartas de rendimiento portfolio CFI método MWR,4609.0,Segunda recorrida de cartas de rendimiento portfolio CFI método MWR,4660.5,-1.12
2026-01-05T08:36:11-03:00,CFI,Production,V1.10.5,Rendimiento,Primera recorrida de cartas de rendimiento portfolio FPC método MWR,3830.75,Segunda recorrida de cartas de rendimiento portfolio FPC método MWR,3976.75,-3.81
