Timestamp,Cliente,Ambiente,Versión,Sección,Descripción base,P95 (ms) acumulado base,Descripción comparada,P95 (ms) acumulado comparada,Porcentaje de mejora/empeora
2026-01-20T12:20:30-03:00,Avalian,Production,V1.11.7,Agenda,Primer ingreso al menú Agenda,3822.7,Segundo ingreso al menú Agenda,2981.2,22.01
2026-01-20T12:20:30-03:00,Avalian,Production,V1.11.7,Agenda,Primer uso de filtros por estados y conceptos,52919.45,Segundo uso de filtros por estados y conceptos,45451.95,14.11
2026-01-20T12:20:30-03:00,Avalian,Production,V1.11.7,Home,Primer ingreso al menú Home,69071.7,Segundo ingreso al menú Home,5303.9,92.32
2026-01-20T12:20:30-03:00,Avalian,Production,V1.11.7,Mi dinero,Primer ingreso al menú Mi dinero,89929.4,Segundo ingreso al menú Mi dinero,77983.6,13.28
2026-01-20T12:20:30-03:00,Avalian,Production,V1.11.7,Mis operaciones,Primer ingreso al menú Mis operaciones,6069.3,Segundo ingreso al menú Mis operaciones,5645.3,6.99
2026-01-20T12:20:30-03:00,Avalian,Production,V1.11.7,Mis operaciones,Primer uso de filtros de operaciones,43903.0,Segundo uso de filtros de operaciones,53182.6,-21.14
2026-01-20T12:20:30-03:00,Avalian,Production,V1.11.7,Mis operaciones,Primer uso de filtros de operaciones por depositario,5302.55,Segundo uso de filtros de operaciones por depositario,5497.3,-3.67
2026-01-20T12:20:30-03:00,Avalian,Production,V1.11.7,Mis portfolios,Primer ingreso al menú Mis portfolios,5070.4,Segundo ingreso al menú Mis portfolios,2656.4,47.61
2026-01-20T12:20:30-03:00,Avalian,Production,V1.11.7,Rendimiento,Primer ingreso al portfolio Total,12423.5,Segundo ingreso al portfolio Total,1514.2,87.81
2026-01-20T12:20:30-03:00,Avalian,Production,V1.11.7,Rendimiento,Primer ingreso al portfolio Estrategia,4699.75,Segundo ingreso al portfolio Estrategia,1329.55,71.71
2026-01-20T12:20:30-03:00,Avalian,Production,V1.11.7,Rendimiento,Primer ingreso al portfolio FFI,3391.0,Segundo ingreso al portfolio FFI,1544.7,54.45
2026-01-20T12:20:30-03:00,Avalian,Production,V1.11.7,Rendimiento,Primer ingreso al portfolio Fondo de Obra Social,1892.1,Segundo ingreso al portfolio Fondo de Obra Social,1264.0,33.2
