Timestamp,Ambiente,Cliente,Versión,Sección,Descripción,Usuarios concurrentes,Corridas,Muestras,P95 (ms),P50 (ms),Stdev (ms),Delta vs 1 usuario (%)
2026-08-27T23:21:08-03:00,Production,CFI,V1.13.4,Login,Ingreso al admin de MPC y setup de portfolios,1,4,4,19773.1,18001.0,1124.35,
2026-08-27T23:21:08-03:00,Production,CFI,V1.13.4,Login,Ingreso al admin de MPC y setup de portfolios,2,9,18,35230.3,20963.0,6704.73,-78.17
2026-08-27T23:21:08-03:00,Production,CFI,V1.13.4,Login,Ingreso al admin de MPC y setup de portfolios,4,14,56,33830.5,19658.0,6291.48,-71.09
2026-08-27T23:21:08-03:00,Production,CFI,V1.13.4,Login,Ingreso al admin de MPC y setup de portfolios,5,1,5,67833.8,48088.0,10744.32,-243.06
