Timestamp,Ambiente,Cliente,Versión,Sección,Usuarios concurrentes,Corridas,Muestras,Acciones,Total acciones sección,P95 (ms),P50 (ms),Stdev (ms),Delta vs 1 usuario (%),Baseline 1 usuario (versión)
2026-09-01T23:17:54-03:00,Production,Avalian,V1.14.0,Mis depositarios,1,1,50,50,51,3566.7,2584.5,526.68,,
2026-09-01T23:17:54-03:00,Production,Avalian,V1.14.0,Mis depositarios,2,3,306,51,51,6717.25,3268.0,1575.67,-88.33,
2026-09-01T23:17:54-03:00,Production,Avalian,V1.14.0,Mis depositarios,4,3,612,51,51,26332.3,6347.0,7727.16,-638.28,
