Timestamp,Ambiente,Cliente,Versión,Sección,Usuarios concurrentes,Corridas,Muestras,Acciones,Total acciones sección,P95 (ms),P50 (ms),Stdev (ms),Delta vs 1 usuario (%),Baseline 1 usuario (versión)
2026-08-31T20:56:12-03:00,Production,CFI,V1.14.0,Login,1,1,1,1,1,16345.0,16345.0,0.0,,
2026-08-31T20:56:12-03:00,Production,CFI,V1.14.0,Login,2,19,37,1,1,19282.8,17299.0,1465.28,,
2026-08-31T20:56:12-03:00,Production,CFI,V1.14.0,Login,4,16,63,1,1,24330.3,17958.0,3659.68,,
