Timestamp,Ambiente,Cliente,Versión,Sección,Descripción,Usuarios concurrentes,Corridas,Muestras,P95 (ms),P50 (ms),Stdev (ms),Delta vs 1 usuario (%)
2026-08-27T20:48:49-03:00,Production,CFI,V1.13.4,Home,Segundo ingreso al menú Home,4,5,20,62227.45,46769.0,10644.73,-402.78
2026-08-27T20:48:49-03:00,Production,CFI,V1.13.4,Home,Segundo ingreso al menú Home,5,1,5,103417.2,83112.0,16840.08,-735.59
2026-08-27T20:48:49-03:00,Production,CFI,V1.13.4,Home,Segundo ingreso al portfolio CFI desde el Home,1,4,4,18943.0,17585.0,1050.22,
2026-08-27T20:48:49-03:00,Production,CFI,V1.13.4,Home,Segundo ingreso al portfolio CFI desde el Home,2,3,6,74907.25,55340.0,13833.58,-295.43
2026-08-27T20:48:49-03:00,Production,CFI,V1.13.4,Home,Segundo ingreso al portfolio CFI desde el Home,4,4,15,103603.5,59762.0,21339.04,-446.92
2026-08-27T20:48:49-03:00,Production,CFI,V1.13.4,Home,Segundo ingreso al portfolio Consolidado CFI desde el Home,1,4,4,34114.8,24730.0,5116.48,
2026-08-27T20:48:49-03:00,Production,CFI,V1.13.4,Home,Segundo ingreso al portfolio Consolidado CFI desde el Home,2,3,6,122043.75,95241.0,26949.95,-257.74
2026-08-27T20:48:49-03:00,Production,CFI,V1.13.4,Home,Segundo ingreso al portfolio Consolidado CFI desde el Home,4,4,15,94730.9,71389.0,22460.14,-177.68
2026-08-27T20:48:49-03:00,Production,CFI,V1.13.4,Home,Segundo ingreso al portfolio FFI desde el Home,1,4,4,19188.6,18044.0,707.79,
2026-08-27T20:48:49-03:00,Production,CFI,V1.13.4,Home,Segundo ingreso al portfolio FFI desde el Home,2,3,6,57429.75,50240.0,6246.39,-199.29
2026-08-27T20:48:49-03:00,Production,CFI,V1.13.4,Home,Segundo ingreso al portfolio FFI desde el Home,4,4,15,103374.4,68267.0,19098.62,-438.73
2026-08-27T20:48:49-03:00,Production,CFI,V1.13.4,Home,Segundo ingreso al portfolio FPC desde el Home,1,4,4,14996.75,13936.0,718.98,
2026-08-27T20:48:49-03:00,Production,CFI,V1.13.4,Home,Segundo ingreso al portfolio FPC desde el Home,2,3,6,35717.0,29541.5,5341.19,-138.16
2026-08-27T20:48:49-03:00,Production,CFI,V1.13.4,Home,Segundo ingreso al portfolio FPC desde el Home,4,4,15,90522.9,54371.0,19119.73,-503.62
2026-08-27T20:48:49-03:00,Production,CFI,V1.13.4,Home,Segundo ingreso al portfolio Fondo de Garantia CFI desde el Home,1,4,4,19077.3,18179.5,774.82,
2026-08-27T20:48:49-03:00,Production,CFI,V1.13.4,Home,Segundo ingreso al portfolio Fondo de Garantia CFI desde el Home,2,3,6,50616.5,43487.5,7946.31,-165.32
2026-08-27T20:48:49-03:00,Production,CFI,V1.13.4,Home,Segundo ingreso al portfolio Fondo de Garantia CFI desde el Home,4,4,15,105933.8,60513.0,25420.1,-455.29
2026-08-27T20:48:49-03:00,Production,CFI,V1.13.4,Home,Segundo ingreso al portfolio Fondo de Obra Social desde el Home,1,4,4,15678.9,15051.5,652.3,
2026-08-27T20:48:49-03:00,Production,CFI,V1.13.4,Home,Segundo ingreso al portfolio Fondo de Obra Social desde el Home,2,3,6,53153.75,32707.5,10159.52,-239.01
2026-08-27T20:48:49-03:00,Production,CFI,V1.13.4,Home,Segundo ingreso al portfolio Fondo de Obra Social desde el Home,4,4,15,83294.8,62793.0,15178.24,-431.25
