Timestamp,Ambiente,Cliente,Versión,Sección,Usuarios concurrentes,Corridas,Muestras,Acciones,Total acciones sección,P95 (ms),P50 (ms),Stdev (ms),Delta vs 1 usuario (%)
2026-08-27T20:48:49-03:00,Production,CFI,V1.13.4,Home,1,4,60,15,15,24757.75,16425.5,5282.05,
2026-08-27T20:48:49-03:00,Production,CFI,V1.13.4,Home,2,3,90,15,15,83212.65,37088.5,22057.73,-236.11
2026-08-27T20:48:49-03:00,Production,CFI,V1.13.4,Home,4,5,255,15,15,104624.0,59179.0,27253.71,-322.59
2026-08-27T20:48:49-03:00,Production,CFI,V1.13.4,Home,5,1,40,9,15,177866.7,109901.5,47841.11,-618.43
