Timestamp,Ambiente,Cliente,Versión,Sección,Usuarios concurrentes,Corridas,Muestras,Acciones,Total acciones sección,P95 (ms),P50 (ms),Stdev (ms),Delta vs 1 usuario (%),Baseline 1 usuario (versión)
2026-08-30T20:44:54-03:00,Production,CFI,V1.14.0,Mis operaciones,1,4,48,12,13,127451.75,5812.0,41822.8,,V1.13.4
2026-08-30T20:44:54-03:00,Production,CFI,V1.14.0,Mis operaciones,2,3,54,9,13,15878.05,4329.0,9550.2,87.54,V1.13.4
2026-08-30T20:44:54-03:00,Production,CFI,V1.14.0,Mis operaciones,4,3,108,9,13,15075.6,5325.5,4615.49,88.17,V1.13.4
