Timestamp,Cliente,Ambiente,Sección,Versión,P95 (ms) con nuevas acciones,P95 (ms) sin nuevas acciones,Cantidad de acciones nuevas,Porcentaje de cambio
2026-09-23T12:27:59-03:00,Avalian,Production,Mi dinero,V1.14.0,126629.2,126942.9,1,0.25
