Timestamp,Cliente,Ambiente,Versión,Sección,Descripción base,P95 (ms) acumulado base,Descripción comparada,P95 (ms) acumulado comparada,Porcentaje de mejora/empeora
2026-09-25T12:29:00-03:00,Avalian,Production,V1.14.0,Agenda,Primer ingreso al menú Agenda,4741.75,Segundo ingreso al menú Agenda,5980.2,-26.12
2026-09-25T12:29:00-03:00,Avalian,Production,V1.14.0,Agenda,"Primer ingreso: Tipo de instrumento Bonos, estado: Cobrado",1241.25,"Segundo ingreso: Tipo de instrumento Bonos, estado: Cobrado",1305.3,-5.16
2026-09-25T12:29:00-03:00,Avalian,Production,V1.14.0,Agenda,"Primer ingreso: Tipo de instrumento Bonos, estado: Cobrado, fecha: 1 mes hacia atras",1811.15,"Segundo ingreso: Tipo de instrumento Bonos, estado: Cobrado, fecha: 1 mes hacia atras",1833.65,-1.24
2026-09-25T12:29:00-03:00,Avalian,Production,V1.14.0,Agenda,"Primer ingreso: Tipo de instrumento Bonos, estado: Cobrado, fecha: 3 meses hacia atras",2249.0,"Segundo ingreso: Tipo de instrumento Bonos, estado: Cobrado, fecha: 3 meses hacia atras",3589.25,-59.59
2026-09-25T12:29:00-03:00,Avalian,Production,V1.14.0,Agenda,"Primer ingreso: Tipo de instrumento Bonos, estado: Pendiente, fecha: 1 mes hacia atras",45699.95,"Segundo ingreso: Tipo de instrumento Bonos, estado: Pendiente, fecha: 1 mes hacia atras",46778.1,-2.36
2026-09-25T12:29:00-03:00,Avalian,Production,V1.14.0,Agenda,"Primer ingreso: Tipo de instrumento Bonos, estado: Pendiente, fecha: 3 meses hacia atras",40146.3,"Segundo ingreso: Tipo de instrumento Bonos, estado: Pendiente, fecha: 3 meses hacia atras",52756.9,-31.41
2026-09-25T12:29:00-03:00,Avalian,Production,V1.14.0,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a descuento, estado: Cobrado, Concepto: Cancelación anticipada",1539.3,"Segundo ingreso: Tipo de instrumento Operaciones a descuento, estado: Cobrado, Concepto: Cancelación anticipada",1303.2,15.34
2026-09-25T12:29:00-03:00,Avalian,Production,V1.14.0,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a descuento, estado: Cobrado, Concepto: Cancelación anticipada, fecha: 1 mes hacia atras",1530.6,"Segundo ingreso: Tipo de instrumento Operaciones a descuento, estado: Cobrado, Concepto: Cancelación anticipada, fecha: 1 mes hacia atras",1126.5,26.4
2026-09-25T12:29:00-03:00,Avalian,Production,V1.14.0,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a descuento, estado: Cobrado, Concepto: Cancelación anticipada, fecha: 3 meses hacia atras",1717.4,"Segundo ingreso: Tipo de instrumento Operaciones a descuento, estado: Cobrado, Concepto: Cancelación anticipada, fecha: 3 meses hacia atras",1267.1,26.22
2026-09-25T12:29:00-03:00,Avalian,Production,V1.14.0,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a descuento, estado: Cobrado, Concepto: Vencimiento",964.5,"Segundo ingreso: Tipo de instrumento Operaciones a descuento, estado: Cobrado, Concepto: Vencimiento",925.95,4.0
