Timestamp,Cliente,Ambiente,Sección,Versión,P95 (ms) de la última muestra,P95 (ms) histórico,Porcentaje de mejora/empeora
2025-09-29T12:25:19-03:00,Avalian,Production,Agenda,V1.10.1,31714.3,32823.4,3.38
2025-09-29T12:25:19-03:00,Avalian,Production,Home,V1.10.1,13042.8,13544.25,3.7
2025-09-29T12:25:19-03:00,Avalian,Production,Login,V1.10.1,11190.0,11288.15,0.87
2025-09-29T12:25:19-03:00,Avalian,Production,Mis operaciones,V1.10.1,21673.4,26036.0,16.76
2025-09-29T12:25:19-03:00,Avalian,Production,Mis portfolios,V1.10.1,10924.5,10722.7,-1.88
2025-09-29T12:25:19-03:00,Avalian,Production,Rendimiento,V1.10.1,2521.15,2694.35,6.43
