Timestamp,Cliente,Ambiente,Versión,Sección,Descripción base,P95 (ms) acumulado base,Descripción comparada,P95 (ms) acumulado comparada,Porcentaje de mejora/empeora
2025-10-07T12:25:42-03:00,Avalian,Production,V1.10.1,Agenda,Primer ingreso al menú Agenda,3019.4,Segundo ingreso al menú Agenda,3172.8,-5.08
2025-10-07T12:25:42-03:00,Avalian,Production,V1.10.1,Agenda,Primer uso de filtros por estados y conceptos,33367.9,Segundo uso de filtros por estados y conceptos,31507.85,5.57
2025-10-07T12:25:42-03:00,Avalian,Production,V1.10.1,Home,Primer ingreso al menú Home,9126.8,Segundo ingreso al menú Home,3964.4,56.56
2025-10-07T12:25:42-03:00,Avalian,Production,V1.10.1,Mis operaciones,Primer ingreso al menú Mis operaciones,7622.0,Segundo ingreso al menú Mis operaciones,5497.6,27.87
2025-10-07T12:25:42-03:00,Avalian,Production,V1.10.1,Mis operaciones,Primer uso de filtros de operaciones,30827.5,Segundo uso de filtros de operaciones,26834.0,12.95
2025-10-07T12:25:42-03:00,Avalian,Production,V1.10.1,Mis operaciones,Primer uso de filtros de operaciones por depositario,16987.25,Segundo uso de filtros de operaciones por depositario,15293.75,9.97
2025-10-07T12:25:42-03:00,Avalian,Production,V1.10.1,Mis portfolios,Primer ingreso al menú Mis portfolios,4607.4,Segundo ingreso al menú Mis portfolios,2203.0,52.19
2025-10-07T12:25:42-03:00,Avalian,Production,V1.10.1,Rendimiento,Primer ingreso al portfolio Total,89194.8,Segundo ingreso al portfolio Total,87343.0,2.08
2025-10-07T12:25:42-03:00,Avalian,Production,V1.10.1,Rendimiento,Primer ingreso al portfolio Avalian ARS,56576.6,Segundo ingreso al portfolio Avalian ARS,2144.0,96.21
2025-10-07T12:25:42-03:00,Avalian,Production,V1.10.1,Rendimiento,Primera recorrida de cartas de rendimiento portfolio Total método MWR,2377.45,Segunda recorrida de cartas de rendimiento portfolio Total método MWR,2443.25,-2.77
2025-10-07T12:25:42-03:00,Avalian,Production,V1.10.1,Rendimiento,Primera recorrida de cartas de rendimiento portfolio Total método TWR,2343.35,Segunda recorrida de cartas de rendimiento portfolio Total método TWR,2455.7,-4.79
2025-10-07T12:25:42-03:00,Avalian,Production,V1.10.1,Rendimiento,Primera recorrida de cartas de rendimiento portfolio Avalian ARS método MWR,2221.65,Segunda recorrida de cartas de rendimiento portfolio Avalian ARS método MWR,2193.5,1.27
2025-10-07T12:25:42-03:00,Avalian,Production,V1.10.1,Rendimiento,Primera recorrida de cartas de rendimiento portfolio Avalian ARS método TWR,2165.45,Segunda recorrida de cartas de rendimiento portfolio Avalian ARS método TWR,2232.65,-3.1
