Timestamp,Cliente,Ambiente,Sección,Versión,P95 (ms) nuevas descripciones,P95 (ms) descripciones históricas,Cantidad de descripciones nuevas,Porcentaje de mejora/empeora
2026-05-20T14:29:28-03:00,CFI,Production,Mis depositarios,V1.12.4,1926.75,1914.8,4,-0.62
