Timestamp,Cliente,Ambiente,Sección,Versión,P95 (ms) actual,P95 (ms) histórico,Porcentaje de mejora/empeora
2026-02-17T13:40:06-03:00,CFI,Production,Agenda,V1.11.7,57041.75,81287.05,29.83
2026-02-17T13:40:06-03:00,CFI,Production,Home,V1.11.7,28205.0,9940.0,-183.75
2026-02-17T13:40:06-03:00,CFI,Production,Mi dinero,V1.11.7,121989.15,144489.9,15.57
2026-02-17T13:40:06-03:00,CFI,Production,Mis operaciones,V1.11.7,9875.7,15080.8,34.51
2026-02-17T13:40:06-03:00,CFI,Production,Mis portfolios,V1.11.7,6740.2,7321.8,7.94
2026-02-17T13:40:06-03:00,CFI,Production,Rendimiento,V1.11.7,4899.55,4810.15,-1.86
