Timestamp,Cliente,Ambiente,Versión,Sección,Descripción base,P95 (ms) acumulado base,Descripción comparada,P95 (ms) acumulado comparada,Porcentaje de mejora/empeora
2026-02-17T13:40:06-03:00,CFI,Production,V1.11.7,Agenda,Primer ingreso al menú Agenda,3923.0,Segundo ingreso al menú Agenda,3741.0,4.64
2026-02-17T13:40:06-03:00,CFI,Production,V1.11.7,Agenda,Primer uso de filtros por estados y conceptos,62108.0,Segundo uso de filtros por estados y conceptos,54509.5,12.23
2026-02-17T13:40:06-03:00,CFI,Production,V1.11.7,Home,Primer ingreso al menú Home,41104.0,Segundo ingreso al menú Home,19575.0,52.38
2026-02-17T13:40:06-03:00,CFI,Production,V1.11.7,Mi dinero,Primer ingreso al menú Mi dinero,125128.0,Segundo ingreso al menú Mi dinero,99165.0,20.75
2026-02-17T13:40:06-03:00,CFI,Production,V1.11.7,Mis operaciones,Primer ingreso al menú Mis operaciones,5202.0,Segundo ingreso al menú Mis operaciones,5408.0,-3.96
2026-02-17T13:40:06-03:00,CFI,Production,V1.11.7,Mis operaciones,Primer uso de filtros de operaciones,39975.65,Segundo uso de filtros de operaciones,48607.4,-21.59
2026-02-17T13:40:06-03:00,CFI,Production,V1.11.7,Mis operaciones,Primer uso de filtros de operaciones por depositario,5221.8,Segundo uso de filtros de operaciones por depositario,5230.6,-0.17
2026-02-17T13:40:06-03:00,CFI,Production,V1.11.7,Mis portfolios,Primer ingreso al menú Mis portfolios,5210.0,Segundo ingreso al menú Mis portfolios,2950.0,43.38
2026-02-17T13:40:06-03:00,CFI,Production,V1.11.7,Rendimiento,Primer ingreso al portfolio Total,10876.0,Segundo ingreso al portfolio Total,1510.0,86.12
2026-02-17T13:40:06-03:00,CFI,Production,V1.11.7,Rendimiento,Primer ingreso al portfolio CFI,4521.6,Segundo ingreso al portfolio CFI,1450.4,67.92
2026-02-17T13:40:06-03:00,CFI,Production,V1.11.7,Rendimiento,Primer ingreso al portfolio Estrategia,4699.75,Segundo ingreso al portfolio Estrategia,1329.55,71.71
2026-02-17T13:40:06-03:00,CFI,Production,V1.11.7,Rendimiento,Primer ingreso al portfolio FPC,2123.6,Segundo ingreso al portfolio FPC,1298.6,38.85
