Timestamp,Cliente,Ambiente,Versión actual,Versión comparada,Sección,P95 (ms) de la versión actual,P95 (ms) de la versión comparada,Porcentaje de mejora/empeora
2026-02-17T13:40:06-03:00,CFI,Production,V1.11.7,V1.10.5,Agenda,57041.75,81287.05,29.83
2026-02-17T13:40:06-03:00,CFI,Production,V1.11.7,V1.10.5,Home,28205.0,9940.0,-183.75
2026-02-17T13:40:06-03:00,CFI,Production,V1.11.7,V1.10.5,Mi dinero,121989.15,144489.9,15.57
2026-02-17T13:40:06-03:00,CFI,Production,V1.11.7,V1.10.5,Mis operaciones,9875.7,15080.8,34.51
2026-02-17T13:40:06-03:00,CFI,Production,V1.11.7,V1.10.5,Mis portfolios,6740.2,7321.8,7.94
2026-02-17T13:40:06-03:00,CFI,Production,V1.11.7,V1.10.5,Rendimiento,4899.55,4810.15,-1.86
