Timestamp,Cliente,Ambiente,Sección,Versión,P95 (ms) actual
2026-09-25T15:30:39-03:00,Oldelval,Production,Agenda,V1.14.0,1380.75
2026-09-25T15:30:39-03:00,Oldelval,Production,Home,V1.14.0,9990.9
2026-09-25T15:30:39-03:00,Oldelval,Production,Mis depositarios,V1.14.0,5907.25
2026-09-25T15:30:39-03:00,Oldelval,Production,Mis operaciones,V1.14.0,5888.2
2026-09-25T15:30:39-03:00,Oldelval,Production,Mis portfolios,V1.14.0,8610.5
2026-09-25T15:30:39-03:00,Oldelval,Production,Rendimiento,V1.14.0,1545.15
