Timestamp,Ambiente,Cliente,Versión,Sección,Usuarios concurrentes,Corridas,Muestras,Acciones,Total acciones sección,P95 (ms),P50 (ms),Stdev (ms),Delta vs 1 usuario (%),Baseline 1 usuario (versión)
2026-09-01T21:56:51-03:00,Production,Avalian,V1.14.0,Home,1,1,9,9,9,13150.8,9418.0,2984.59,,
2026-09-01T21:56:51-03:00,Production,Avalian,V1.14.0,Home,2,3,54,9,9,17636.95,10336.5,3922.1,-34.11,
2026-09-01T21:56:51-03:00,Production,Avalian,V1.14.0,Home,4,3,108,9,9,34439.35,20953.0,9167.41,-161.88,
