Timestamp,Ambiente,Cliente,Versión,Sección,Usuarios concurrentes,Corridas,Muestras,Acciones,Total acciones sección,P95 (ms),P50 (ms),Stdev (ms),Delta vs 1 usuario (%),Baseline 1 usuario (versión)
2026-09-07T20:24:17-03:00,Production,Avalian,V1.14.0,Login,1,4,4,1,1,21425.15,15816.5,3000.36,,
2026-09-07T20:24:17-03:00,Production,Avalian,V1.14.0,Login,2,15,30,1,1,19146.85,16797.0,1568.63,10.63,
2026-09-07T20:24:17-03:00,Production,Avalian,V1.14.0,Login,4,12,48,1,1,22805.85,16374.5,3769.26,-6.44,
2026-09-07T20:24:17-03:00,Production,Avalian,V1.14.0,Login,6,1,6,1,1,16908.5,15550.0,826.85,21.08,
