Timestamp,Cliente,Ambiente,Sección,Versión,P95 (ms) actual
2026-07-20T15:25:42-03:00,LH,Production,Agenda,V1.12.5,7987.65
2026-07-20T15:25:42-03:00,LH,Production,Home,V1.12.5,17368.35
2026-07-20T15:25:42-03:00,LH,Production,Mi dinero,V1.12.5,87826.2
2026-07-20T15:25:42-03:00,LH,Production,Mis depositarios,V1.12.5,8437.5
2026-07-20T15:25:42-03:00,LH,Production,Mis operaciones,V1.12.5,31980.85
2026-07-20T15:25:42-03:00,LH,Production,Mis portfolios,V1.12.5,12355.45
2026-07-20T15:25:42-03:00,LH,Production,Rendimiento,V1.12.5,2871.55
