Timestamp,Cliente,Ambiente,Sección,Versión,P95 (ms) actual,P95 (ms) histórico,Porcentaje de mejora/empeora
2026-05-05T13:56:56-03:00,CFI,Production,Agenda,V1.12.3,9110.1,69087.95,86.81
2026-05-05T13:56:56-03:00,CFI,Production,Home,V1.12.3,13199.5,24234.0,45.53
2026-05-05T13:56:56-03:00,CFI,Production,Mi dinero,V1.12.3,153065.1,170153.85,10.04
2026-05-05T13:56:56-03:00,CFI,Production,Mis depositarios,V1.12.3,1829.25,1927.6,5.1
2026-05-05T13:56:56-03:00,CFI,Production,Mis operaciones,V1.12.3,14724.15,8687.35,-69.49
2026-05-05T13:56:56-03:00,CFI,Production,Mis portfolios,V1.12.3,7825.2,7562.6,-3.47
2026-05-05T13:56:56-03:00,CFI,Production,Rendimiento,V1.12.3,4587.2,4835.7,5.14
