Timestamp,Cliente,Ambiente,Versión,Sección,Descripción base,P95 (ms) acumulado base,Descripción comparada,P95 (ms) acumulado comparada,Porcentaje de mejora/empeora
2026-05-05T13:56:56-03:00,CFI,Production,V1.12.3,Agenda,Primer ingreso al menú Agenda,3475.5,Segundo ingreso al menú Agenda,3895.0,-12.07
2026-05-05T13:56:56-03:00,CFI,Production,V1.12.3,Home,Primer ingreso al menú Home,19557.0,Segundo ingreso al menú Home,6494.25,66.79
2026-05-05T13:56:56-03:00,CFI,Production,V1.12.3,Mi dinero,Primer ingreso al menú Mi dinero,155140.5,Segundo ingreso al menú Mi dinero,144722.75,6.72
2026-05-05T13:56:56-03:00,CFI,Production,V1.12.3,Mis operaciones,Primer ingreso al menú Mis operaciones,4806.0,Segundo ingreso al menú Mis operaciones,3799.75,20.94
2026-05-05T13:56:56-03:00,CFI,Production,V1.12.3,Mis operaciones,Primer uso de filtros de operaciones,14947.5,Segundo uso de filtros de operaciones,15435.85,-3.27
2026-05-05T13:56:56-03:00,CFI,Production,V1.12.3,Mis operaciones,Primer uso de filtros de operaciones por depositario,4761.3,Segundo uso de filtros de operaciones por depositario,4972.45,-4.43
2026-05-05T13:56:56-03:00,CFI,Production,V1.12.3,Mis portfolios,Primer ingreso al menú Mis portfolios,6153.0,Segundo ingreso al menú Mis portfolios,2959.25,51.91
2026-05-05T13:56:56-03:00,CFI,Production,V1.12.3,Rendimiento,Primer ingreso al portfolio Total,9910.75,Segundo ingreso al portfolio Total,1379.75,86.08
2026-05-05T13:56:56-03:00,CFI,Production,V1.12.3,Rendimiento,Primer ingreso al portfolio FFI,2906.5,Segundo ingreso al portfolio FFI,1149.5,60.45
2026-05-05T13:56:56-03:00,CFI,Production,V1.12.3,Rendimiento,Primer ingreso al portfolio Fondo de Obra Social,2015.25,Segundo ingreso al portfolio Fondo de Obra Social,1125.25,44.16
2026-05-05T13:56:56-03:00,CFI,Production,V1.12.3,Rendimiento,Primer ingreso al portfolio CFI,3954.0,Segundo ingreso al portfolio CFI,1526.75,61.39
2026-05-05T13:56:56-03:00,CFI,Production,V1.12.3,Rendimiento,Primer ingreso al portfolio Fondo de Garantia CFI,2069.0,Segundo ingreso al portfolio Fondo de Garantia CFI,1133.0,45.24
2026-05-05T13:56:56-03:00,CFI,Production,V1.12.3,Rendimiento,Primer ingreso al portfolio FPC,1734.5,Segundo ingreso al portfolio FPC,1151.25,33.63
2026-05-05T13:56:56-03:00,CFI,Production,V1.12.3,Rendimiento,Primer ingreso al portfolio Fideicomiso CFI,2470.8,Segundo ingreso al portfolio Fideicomiso CFI,1124.8,54.48
