Timestamp,Cliente,Ambiente,Sección,Versión,P95 (ms) nuevas descripciones,P95 (ms) descripciones históricas,Cantidad de descripciones nuevas,Porcentaje de mejora/empeora
2026-05-05T13:56:56-03:00,CFI,Production,Home,V1.12.3,31062.8,24234.0,2,-28.18
2026-05-05T13:56:56-03:00,CFI,Production,Mis depositarios,V1.12.3,1637.95,1927.6,4,15.03
2026-05-05T13:56:56-03:00,CFI,Production,Mis portfolios,V1.12.3,5747.8,7562.6,2,24.0
2026-05-05T13:56:56-03:00,CFI,Production,Rendimiento,V1.12.3,4503.05,4835.7,30,6.88
