Timestamp,Cliente,Ambiente,Sección,Descripción,Versión,P95 (ms) actual,Cantidad de muestras
2026-05-05T13:56:56-03:00,CFI,Production,Home,Primer ingreso al portfolio Fondo de Garantia CFI desde el Home,V1.12.3,11527.0,1
2026-05-05T13:56:56-03:00,CFI,Production,Home,Segundo ingreso al portfolio Fondo de Garantia CFI desde el Home,V1.12.3,32091.0,1
2026-05-05T13:56:56-03:00,CFI,Production,Mis depositarios,Deseleccionar la cuenta Pellegrini (CFI ),V1.12.3,1723.0,1
2026-05-05T13:56:56-03:00,CFI,Production,Mis depositarios,Deseleccionar todas las cuentas del depositario Pellegrini,V1.12.3,1156.0,1
2026-05-05T13:56:56-03:00,CFI,Production,Mis depositarios,Seleccionar la cuenta Pellegrini (CFI ),V1.12.3,1033.0,1
2026-05-05T13:56:56-03:00,CFI,Production,Mis depositarios,Seleccionar todas las cuentas del depositario Pellegrini,V1.12.3,937.0,1
2026-05-05T13:56:56-03:00,CFI,Production,Mis portfolios,Primer ingreso al portfolio Fondo de Garantia CFI desde Mis portfolios,V1.12.3,5459.0,1
2026-05-05T13:56:56-03:00,CFI,Production,Mis portfolios,Segundo ingreso al portfolio Fondo de Garantia CFI desde Mis portfolios,V1.12.3,5763.0,1
2026-05-05T13:56:56-03:00,CFI,Production,Rendimiento,Portfolio Fondo de Garantia CFI: Primer ingreso a la carta de rendimiento Desde el inicio con método MWR,V1.12.3,4409.0,1
2026-05-05T13:56:56-03:00,CFI,Production,Rendimiento,Portfolio Fondo de Garantia CFI: Primer ingreso a la carta de rendimiento Desde el inicio con método TWR,V1.12.3,3783.0,1
2026-05-05T13:56:56-03:00,CFI,Production,Rendimiento,Portfolio Fondo de Garantia CFI: Primer ingreso a la carta de rendimiento Desde principio de año con método MWR,V1.12.3,840.0,1
2026-05-05T13:56:56-03:00,CFI,Production,Rendimiento,Portfolio Fondo de Garantia CFI: Primer ingreso a la carta de rendimiento Desde principio de año con método TWR,V1.12.3,854.0,1
2026-05-05T13:56:56-03:00,CFI,Production,Rendimiento,Portfolio Fondo de Garantia CFI: Primer ingreso a la carta de rendimiento Desde principio de mes con método MWR,V1.12.3,453.0,1
2026-05-05T13:56:56-03:00,CFI,Production,Rendimiento,Portfolio Fondo de Garantia CFI: Primer ingreso a la carta de rendimiento Desde principio de mes con método TWR,V1.12.3,463.0,1
2026-05-05T13:56:56-03:00,CFI,Production,Rendimiento,Portfolio Fondo de Garantia CFI: Primer ingreso a la carta de rendimiento Última semana con método MWR,V1.12.3,497.0,1
2026-05-05T13:56:56-03:00,CFI,Production,Rendimiento,Portfolio Fondo de Garantia CFI: Primer ingreso a la carta de rendimiento Última semana con método TWR,V1.12.3,520.0,1
2026-05-05T13:56:56-03:00,CFI,Production,Rendimiento,Portfolio Fondo de Garantia CFI: Primer ingreso a la carta de rendimiento Último año con método MWR,V1.12.3,2111.0,1
2026-05-05T13:56:56-03:00,CFI,Production,Rendimiento,Portfolio Fondo de Garantia CFI: Primer ingreso a la carta de rendimiento Último año con método TWR,V1.12.3,1737.0,1
2026-05-05T13:56:56-03:00,CFI,Production,Rendimiento,Portfolio Fondo de Garantia CFI: Primer ingreso a la carta de rendimiento Último mes con método MWR,V1.12.3,545.0,1
2026-05-05T13:56:56-03:00,CFI,Production,Rendimiento,Portfolio Fondo de Garantia CFI: Primer ingreso a la carta de rendimiento Último mes con método TWR,V1.12.3,565.0,1
2026-05-05T13:56:56-03:00,CFI,Production,Rendimiento,Portfolio Fondo de Garantia CFI: Primer ingreso a la carta de rendimiento Últimos 3 meses con método MWR,V1.12.3,732.0,1
2026-05-05T13:56:56-03:00,CFI,Production,Rendimiento,Portfolio Fondo de Garantia CFI: Primer ingreso a la carta de rendimiento Últimos 3 meses con método TWR,V1.12.3,759.0,1
2026-05-05T13:56:56-03:00,CFI,Production,Rendimiento,Portfolio Fondo de Garantia CFI: Segundo ingreso a la carta de rendimiento Desde el inicio con método MWR,V1.12.3,4989.0,1
2026-05-05T13:56:56-03:00,CFI,Production,Rendimiento,Portfolio Fondo de Garantia CFI: Segundo ingreso a la carta de rendimiento Desde el inicio con método TWR,V1.12.3,4580.0,1
2026-05-05T13:56:56-03:00,CFI,Production,Rendimiento,Portfolio Fondo de Garantia CFI: Segundo ingreso a la carta de rendimiento Desde principio de año con método MWR,V1.12.3,936.0,1
