Timestamp,Cliente,Ambiente,Sección,Versión,P95 (ms) actual,Cantidad de muestras de la sección
2026-05-05T13:56:56-03:00,CFI,Production,Home,V1.12.3,31062.8,2
2026-05-05T13:56:56-03:00,CFI,Production,Mis depositarios,V1.12.3,1637.95,4
2026-05-05T13:56:56-03:00,CFI,Production,Mis portfolios,V1.12.3,5747.8,2
2026-05-05T13:56:56-03:00,CFI,Production,Rendimiento,V1.12.3,4503.05,30
