Timestamp,Ambiente,Cliente,Versión,Sección,Usuarios concurrentes,Corridas,Muestras,Acciones,Total acciones sección,P95 (ms),P50 (ms),Stdev (ms),Delta vs 1 usuario (%),Baseline 1 usuario (versión)
2026-08-28T18:59:03-03:00,Production,CFI,V1.14.0,Home,1,1,15,15,15,27504.6,17459.0,5250.4,,
2026-08-28T18:59:03-03:00,Production,CFI,V1.14.0,Home,2,3,90,15,15,40862.25,24271.5,9495.95,-48.57,
2026-08-28T18:59:03-03:00,Production,CFI,V1.14.0,Home,4,3,180,15,15,93673.05,52107.5,24146.23,-240.57,
