Timestamp,Sección,P95_Seccion,Cliente,Ambiente,Version
2025-09-19 16:58:57-03:00,Agenda,34437.2,Avalian,Production,V1.10.1
2025-09-19 16:58:57-03:00,Home,12195.5,Avalian,Production,V1.10.1
2025-09-19 16:58:57-03:00,Login,11341.0,Avalian,Production,V1.10.1
2025-09-19 16:58:57-03:00,Mis operaciones,27674.0,Avalian,Production,V1.10.1
2025-09-19 16:58:57-03:00,Mis portfolios,10666.0,Avalian,Production,V1.10.1
2025-09-19 16:58:57-03:00,Rendimiento,2486.0499999999997,Avalian,Production,V1.10.1
2025-09-19 17:19:49-03:00,Agenda,32789.8,Avalian,Production,V1.10.1
2025-09-19 17:19:49-03:00,Home,12016.7,Avalian,Production,V1.10.1
2025-09-19 17:19:49-03:00,Login,10638.0,Avalian,Production,V1.10.1
2025-09-19 17:19:49-03:00,Mis operaciones,30927.35,Avalian,Production,V1.10.1
2025-09-19 17:19:49-03:00,Mis portfolios,10034.75,Avalian,Production,V1.10.1
2025-09-19 17:19:49-03:00,Rendimiento,2937.4499999999994,Avalian,Production,V1.10.1
2025-09-22 12:26:22-03:00,Agenda,31188.25,Avalian,Production,V1.10.1
2025-09-22 12:26:22-03:00,Home,41275.799999999974,Avalian,Production,V1.10.1
2025-09-22 12:26:22-03:00,Login,9950.0,Avalian,Production,V1.10.1
2025-09-22 12:26:22-03:00,Mis operaciones,21747.6,Avalian,Production,V1.10.1
2025-09-22 12:26:22-03:00,Mis portfolios,9746.75,Avalian,Production,V1.10.1
2025-09-22 12:26:22-03:00,Rendimiento,2257.0499999999997,Avalian,Production,V1.10.1
2025-09-22 18:33:36-03:00,Agenda,100510.2,CFI,Testing,V1.10.2
2025-09-22 18:33:36-03:00,Home,16104.999999999996,CFI,Testing,V1.10.2
2025-09-22 18:33:36-03:00,Login,11549.0,CFI,Testing,V1.10.2
2025-09-22 18:33:36-03:00,Mis operaciones,4126.65,CFI,Testing,V1.10.2
2025-09-22 18:33:36-03:00,Mis portfolios,13578.75,CFI,Testing,V1.10.2
2025-09-22 19:14:36-03:00,Agenda,100549.75,CFI,Testing,V1.10.2
2025-09-22 19:14:36-03:00,Home,20606.39999999999,CFI,Testing,V1.10.2
2025-09-22 19:14:36-03:00,Login,11679.0,CFI,Testing,V1.10.2
2025-09-22 19:14:36-03:00,Mis operaciones,4067.0999999999995,CFI,Testing,V1.10.2
2025-09-22 19:14:36-03:00,Mis portfolios,19559.8,CFI,Testing,V1.10.2
2025-09-23 12:25:10-03:00,Agenda,32098.55,Avalian,Production,V1.10.1
2025-09-23 12:25:10-03:00,Home,11874.699999999999,Avalian,Production,V1.10.1
2025-09-23 12:25:10-03:00,Login,8219.0,Avalian,Production,V1.10.1
2025-09-23 12:25:10-03:00,Mis operaciones,25496.2,Avalian,Production,V1.10.1
2025-09-23 12:25:10-03:00,Mis portfolios,10233.75,Avalian,Production,V1.10.1
2025-09-23 12:25:10-03:00,Rendimiento,2447.2,Avalian,Production,V1.10.1
2025-09-23 14:36:44-03:00,Mis operaciones,18029.2,CFI,Testing,V1.10.2
2025-09-23 14:38:35-03:00,Mis portfolios,39973.7,CFI,Testing,V1.10.2
2025-09-23 14:38:44-03:00,Home,53481.69999999999,CFI,Testing,V1.10.2
2025-09-24 12:25:11-03:00,Agenda,32094.899999999998,Avalian,Production,V1.10.1
2025-09-24 12:25:11-03:00,Home,11205.199999999999,Avalian,Production,V1.10.1
2025-09-24 12:25:11-03:00,Login,10104.0,Avalian,Production,V1.10.1
2025-09-24 12:25:11-03:00,Mis operaciones,23096.05,Avalian,Production,V1.10.1
2025-09-24 12:25:11-03:00,Mis portfolios,10053.0,Avalian,Production,V1.10.1
2025-09-24 12:25:11-03:00,Rendimiento,2346.1499999999996,Avalian,Production,V1.10.1
2025-09-25 12:25:38-03:00,Agenda,28617.25,Avalian,Production,V1.10.1
2025-09-25 12:25:38-03:00,Home,12256.0,Avalian,Production,V1.10.1
2025-09-25 12:25:38-03:00,Login,9472.0,Avalian,Production,V1.10.1
2025-09-25 12:25:38-03:00,Mis operaciones,22838.2,Avalian,Production,V1.10.1
2025-09-25 12:25:38-03:00,Mis portfolios,10457.75,Avalian,Production,V1.10.1
2025-09-25 12:25:38-03:00,Rendimiento,3331.3499999999954,Avalian,Production,V1.10.1
2025-09-26 12:26:08-03:00,Agenda,30035.5,Avalian,Production,V1.10.1
2025-09-26 12:26:08-03:00,Home,14397.999999999996,Avalian,Production,V1.10.1
2025-09-26 12:26:08-03:00,Login,10592.0,Avalian,Production,V1.10.1
2025-09-26 12:26:08-03:00,Mis operaciones,41184.74999999997,Avalian,Production,V1.10.1
2025-09-26 12:26:08-03:00,Mis portfolios,10407.5,Avalian,Production,V1.10.1
2025-09-26 12:26:08-03:00,Rendimiento,2616.1999999999994,Avalian,Production,V1.10.1
2025-09-29 12:25:19-03:00,Agenda,31714.3,Avalian,Production,V1.10.1
2025-09-29 12:25:19-03:00,Home,13042.8,Avalian,Production,V1.10.1
2025-09-29 12:25:19-03:00,Login,11190.0,Avalian,Production,V1.10.1
2025-09-29 12:25:19-03:00,Mis operaciones,21673.399999999998,Avalian,Production,V1.10.1
2025-09-29 12:25:19-03:00,Mis portfolios,10924.5,Avalian,Production,V1.10.1
2025-09-29 12:25:19-03:00,Rendimiento,2521.1499999999996,Avalian,Production,V1.10.1
2025-09-30 12:23:59-03:00,Agenda,27719.85,Avalian,Production,V1.10.1
2025-09-30 12:23:59-03:00,Home,14217.399999999998,Avalian,Production,V1.10.1
2025-09-30 12:23:59-03:00,Login,10409.0,Avalian,Production,V1.10.1
2025-09-30 12:23:59-03:00,Mis operaciones,24038.05,Avalian,Production,V1.10.1
2025-09-30 12:23:59-03:00,Mis portfolios,10678.5,Avalian,Production,V1.10.1
2025-09-30 12:23:59-03:00,Rendimiento,4007.099999999993,Avalian,Production,V1.10.1
2025-10-02 12:24:27-03:00,Agenda,32486.85,Avalian,Production,V1.10.1
2025-10-02 12:24:27-03:00,Home,6883.9,Avalian,Production,V1.10.1
2025-10-02 12:24:27-03:00,Login,11258.0,Avalian,Production,V1.10.1
2025-10-02 12:24:27-03:00,Mis operaciones,22002.85,Avalian,Production,V1.10.1
2025-10-02 12:24:27-03:00,Mis portfolios,7432.25,Avalian,Production,V1.10.1
2025-10-02 12:24:27-03:00,Rendimiento,2673.1,Avalian,Production,V1.10.1
2025-10-03 12:23:10-03:00,Agenda,28372.55,Avalian,Production,V1.10.1
2025-10-03 12:23:10-03:00,Home,8897.599999999995,Avalian,Production,V1.10.1
2025-10-03 12:23:10-03:00,Login,9216.0,Avalian,Production,V1.10.1
2025-10-03 12:23:10-03:00,Mis operaciones,22135.449999999997,Avalian,Production,V1.10.1
2025-10-03 12:23:10-03:00,Mis portfolios,3901.5,Avalian,Production,V1.10.1
2025-10-03 12:23:10-03:00,Rendimiento,2548.1,Avalian,Production,V1.10.1
2025-10-06 12:24:26-03:00,Agenda,34184.649999999994,Avalian,Production,V1.10.1
2025-10-06 12:24:26-03:00,Home,7326.799999999999,Avalian,Production,V1.10.1
2025-10-06 12:24:26-03:00,Login,10375.0,Avalian,Production,V1.10.1
2025-10-06 12:24:26-03:00,Mis operaciones,21605.399999999998,Avalian,Production,V1.10.1
2025-10-06 12:24:26-03:00,Mis portfolios,5354.5,Avalian,Production,V1.10.1
2025-10-06 12:24:26-03:00,Rendimiento,2439.1,Avalian,Production,V1.10.1
2025-10-07 12:25:42-03:00,Agenda,30143.0,Avalian,Production,V1.10.1
2025-10-07 12:25:42-03:00,Home,8714.3,Avalian,Production,V1.10.1
2025-10-07 12:25:42-03:00,Login,13766.0,Avalian,Production,V1.10.1
2025-10-07 12:25:42-03:00,Mis operaciones,23374.3,Avalian,Production,V1.10.1
2025-10-07 12:25:42-03:00,Mis portfolios,7608.5,Avalian,Production,V1.10.1
2025-10-07 12:25:42-03:00,Rendimiento,2861.2999999999993,Avalian,Production,V1.10.1
2025-10-08 12:25:46-03:00,Agenda,29102.149999999998,Avalian,Production,V1.10.5
2025-10-08 12:25:46-03:00,Home,9718.3,Avalian,Production,V1.10.5
2025-10-08 12:25:46-03:00,Login,9721.0,Avalian,Production,V1.10.5
2025-10-08 12:25:46-03:00,Mis operaciones,27644.399999999994,Avalian,Production,V1.10.5
2025-10-08 12:25:46-03:00,Mis portfolios,7638.25,Avalian,Production,V1.10.5
2025-10-08 12:25:46-03:00,Rendimiento,3562.699999999998,Avalian,Production,V1.10.5
2025-10-09 12:39:33-03:00,Agenda,28783.399999999998,Avalian,Production,V1.10.5
2025-10-09 12:39:33-03:00,Home,9675.599999999999,Avalian,Production,V1.10.5
2025-10-09 12:39:33-03:00,Login,12567.0,Avalian,Production,V1.10.5
2025-10-09 12:39:33-03:00,Mis operaciones,23715.35,Avalian,Production,V1.10.5
2025-10-09 12:39:33-03:00,Mis portfolios,7172.25,Avalian,Production,V1.10.5
2025-10-09 12:39:33-03:00,Rendimiento,2652.7999999999997,Avalian,Production,V1.10.5
2025-10-10 12:24:05-03:00,Agenda,28050.05,Avalian,Production,V1.10.5
2025-10-10 12:24:05-03:00,Home,8889.0,Avalian,Production,V1.10.5
2025-10-10 12:24:05-03:00,Login,13731.0,Avalian,Production,V1.10.5
2025-10-10 12:24:05-03:00,Mis operaciones,24805.149999999998,Avalian,Production,V1.10.5
2025-10-10 12:24:05-03:00,Mis portfolios,7350.75,Avalian,Production,V1.10.5
2025-10-10 12:24:05-03:00,Rendimiento,2670.35,Avalian,Production,V1.10.5
2025-10-13 12:27:56-03:00,Agenda,31677.9,Avalian,Production,V1.10.5
2025-10-13 12:27:56-03:00,Home,8499.6,Avalian,Production,V1.10.5
2025-10-13 12:27:56-03:00,Login,10191.0,Avalian,Production,V1.10.5
2025-10-13 12:27:56-03:00,Mis operaciones,48371.69999999998,Avalian,Production,V1.10.5
2025-10-13 12:27:56-03:00,Mis portfolios,9279.5,Avalian,Production,V1.10.5
2025-10-13 12:27:56-03:00,Rendimiento,4751.999999999996,Avalian,Production,V1.10.5
2025-10-14 12:25:26-03:00,Agenda,25918.5,Avalian,Production,V1.10.5
2025-10-14 12:25:26-03:00,Home,9344.099999999999,Avalian,Production,V1.10.5
2025-10-14 12:25:26-03:00,Login,12722.0,Avalian,Production,V1.10.5
2025-10-14 12:25:26-03:00,Mis operaciones,19014.949999999997,Avalian,Production,V1.10.5
2025-10-14 12:25:26-03:00,Mis portfolios,7640.25,Avalian,Production,V1.10.5
2025-10-14 12:25:26-03:00,Rendimiento,2808.5999999999985,Avalian,Production,V1.10.5
2025-10-15 12:25:13-03:00,Agenda,29810.85,Avalian,Production,V1.10.5
2025-10-15 12:25:13-03:00,Home,9250.4,Avalian,Production,V1.10.5
2025-10-15 12:25:13-03:00,Login,11139.0,Avalian,Production,V1.10.5
2025-10-15 12:25:13-03:00,Mis operaciones,25777.299999999996,Avalian,Production,V1.10.5
2025-10-15 12:25:13-03:00,Mis portfolios,7301.25,Avalian,Production,V1.10.5
2025-10-15 12:25:13-03:00,Rendimiento,2450.5499999999993,Avalian,Production,V1.10.5
2025-10-17 12:25:17-03:00,Agenda,35201.899999999994,Avalian,Production,V1.10.5
2025-10-17 12:25:17-03:00,Home,10283.8,Avalian,Production,V1.10.5
2025-10-17 12:25:17-03:00,Login,12171.0,Avalian,Production,V1.10.5
2025-10-17 12:25:17-03:00,Mis operaciones,25757.1,Avalian,Production,V1.10.5
2025-10-17 12:25:17-03:00,Mis portfolios,8282.75,Avalian,Production,V1.10.5
2025-10-17 12:25:17-03:00,Rendimiento,2492.9499999999994,Avalian,Production,V1.10.5
2025-10-20 12:25:15-03:00,Agenda,28424.2,Avalian,Production,V1.10.5
2025-10-20 12:25:15-03:00,Home,10685.1,Avalian,Production,V1.10.5
2025-10-20 12:25:15-03:00,Login,12052.0,Avalian,Production,V1.10.5
2025-10-20 12:25:15-03:00,Mis operaciones,23576.399999999998,Avalian,Production,V1.10.5
2025-10-20 12:25:15-03:00,Mis portfolios,9090.75,Avalian,Production,V1.10.5
2025-10-20 12:25:15-03:00,Rendimiento,3802.4999999999955,Avalian,Production,V1.10.5
2025-10-21 14:59:23-03:00,Agenda,28656.5,Avalian,Production,V1.10.5
2025-10-21 14:59:23-03:00,Home,9019.4,Avalian,Production,V1.10.5
2025-10-21 14:59:23-03:00,Login,11025.0,Avalian,Production,V1.10.5
2025-10-21 14:59:23-03:00,Mis operaciones,33441.3,Avalian,Production,V1.10.5
2025-10-21 14:59:23-03:00,Mis portfolios,7433.9,Avalian,Production,V1.10.5
2025-10-21 14:59:23-03:00,Rendimiento,2974.8999999999987,Avalian,Production,V1.10.5
