Timestamp,Sección,P95_Seccion,Cliente,Ambiente,Version
2025-09-19T16:58:57,Agenda,34437.2,Avalian,Production,V1.10.1
2025-09-19T16:58:57,Home,12195.5,Avalian,Production,V1.10.1
2025-09-19T16:58:57,Login,11341.0,Avalian,Production,V1.10.1
2025-09-19T16:58:57,Mis operaciones,27674.0,Avalian,Production,V1.10.1
2025-09-19T16:58:57,Mis portfolios,10666.0,Avalian,Production,V1.10.1
2025-09-19T16:58:57,Rendimiento,2486.05,Avalian,Production,V1.10.1
2025-09-19T17:19:49,Agenda,32789.8,Avalian,Production,V1.10.1
2025-09-19T17:19:49,Home,12016.7,Avalian,Production,V1.10.1
2025-09-19T17:19:49,Login,10638.0,Avalian,Production,V1.10.1
2025-09-19T17:19:49,Mis operaciones,30927.35,Avalian,Production,V1.10.1
2025-09-19T17:19:49,Mis portfolios,10034.75,Avalian,Production,V1.10.1
2025-09-19T17:19:49,Rendimiento,2937.45,Avalian,Production,V1.10.1
2025-09-22T12:26:22,Agenda,31188.25,Avalian,Production,V1.10.1
2025-09-22T12:26:22,Home,41275.79999999997,Avalian,Production,V1.10.1
2025-09-22T12:26:22,Login,9950.0,Avalian,Production,V1.10.1
2025-09-22T12:26:22,Mis operaciones,21747.6,Avalian,Production,V1.10.1
2025-09-22T12:26:22,Mis portfolios,9746.75,Avalian,Production,V1.10.1
2025-09-22T12:26:22,Rendimiento,2257.05,Avalian,Production,V1.10.1
2025-09-22T18:33:36,Agenda,100510.2,CFI,Testing,V1.10.2
2025-09-22T18:33:36,Home,16104.999999999996,CFI,Testing,V1.10.2
2025-09-22T18:33:36,Login,11549.0,CFI,Testing,V1.10.2
2025-09-22T18:33:36,Mis operaciones,4126.65,CFI,Testing,V1.10.2
2025-09-22T18:33:36,Mis portfolios,13578.75,CFI,Testing,V1.10.2
2025-09-22T19:14:36,Agenda,100549.75,CFI,Testing,V1.10.2
2025-09-22T19:14:36,Home,20606.39999999999,CFI,Testing,V1.10.2
2025-09-22T19:14:36,Login,11679.0,CFI,Testing,V1.10.2
2025-09-22T19:14:36,Mis operaciones,4067.1,CFI,Testing,V1.10.2
2025-09-22T19:14:36,Mis portfolios,19559.8,CFI,Testing,V1.10.2
2025-09-23T12:25:10,Agenda,32098.55,Avalian,Production,V1.10.1
2025-09-23T12:25:10,Home,11874.7,Avalian,Production,V1.10.1
2025-09-23T12:25:10,Login,8219.0,Avalian,Production,V1.10.1
2025-09-23T12:25:10,Mis operaciones,25496.2,Avalian,Production,V1.10.1
2025-09-23T12:25:10,Mis portfolios,10233.75,Avalian,Production,V1.10.1
2025-09-23T12:25:10,Rendimiento,2447.2,Avalian,Production,V1.10.1
2025-09-23T14:36:44,Mis operaciones,18029.2,CFI,Testing,V1.10.2
2025-09-23T14:38:35,Mis portfolios,39973.7,CFI,Testing,V1.10.2
2025-09-23T14:38:44,Home,53481.69999999999,CFI,Testing,V1.10.2
2025-09-24T12:25:11,Agenda,32094.9,Avalian,Production,V1.10.1
2025-09-24T12:25:11,Home,11205.2,Avalian,Production,V1.10.1
2025-09-24T12:25:11,Login,10104.0,Avalian,Production,V1.10.1
2025-09-24T12:25:11,Mis operaciones,23096.05,Avalian,Production,V1.10.1
2025-09-24T12:25:11,Mis portfolios,10053.0,Avalian,Production,V1.10.1
2025-09-24T12:25:11,Rendimiento,2346.15,Avalian,Production,V1.10.1
2025-09-25T12:25:38,Agenda,28617.25,Avalian,Production,V1.10.1
2025-09-25T12:25:38,Home,12256.0,Avalian,Production,V1.10.1
2025-09-25T12:25:38,Login,9472.0,Avalian,Production,V1.10.1
2025-09-25T12:25:38,Mis operaciones,22838.2,Avalian,Production,V1.10.1
2025-09-25T12:25:38,Mis portfolios,10457.75,Avalian,Production,V1.10.1
2025-09-25T12:25:38,Rendimiento,3331.349999999996,Avalian,Production,V1.10.1
2025-09-26T12:26:08,Agenda,30035.5,Avalian,Production,V1.10.1
2025-09-26T12:26:08,Home,14397.999999999996,Avalian,Production,V1.10.1
2025-09-26T12:26:08,Login,10592.0,Avalian,Production,V1.10.1
2025-09-26T12:26:08,Mis operaciones,41184.74999999997,Avalian,Production,V1.10.1
2025-09-26T12:26:08,Mis portfolios,10407.5,Avalian,Production,V1.10.1
2025-09-26T12:26:08,Rendimiento,2616.2,Avalian,Production,V1.10.1
2025-09-29T12:25:19,Agenda,31714.3,Avalian,Production,V1.10.1
2025-09-29T12:25:19,Home,13042.8,Avalian,Production,V1.10.1
2025-09-29T12:25:19,Login,11190.0,Avalian,Production,V1.10.1
2025-09-29T12:25:19,Mis operaciones,21673.4,Avalian,Production,V1.10.1
2025-09-29T12:25:19,Mis portfolios,10924.5,Avalian,Production,V1.10.1
2025-09-29T12:25:19,Rendimiento,2521.15,Avalian,Production,V1.10.1
2025-09-30T12:23:59,Agenda,27719.85,Avalian,Production,V1.10.1
2025-09-30T12:23:59,Home,14217.399999999998,Avalian,Production,V1.10.1
2025-09-30T12:23:59,Login,10409.0,Avalian,Production,V1.10.1
2025-09-30T12:23:59,Mis operaciones,24038.05,Avalian,Production,V1.10.1
2025-09-30T12:23:59,Mis portfolios,10678.5,Avalian,Production,V1.10.1
2025-09-30T12:23:59,Rendimiento,4007.099999999993,Avalian,Production,V1.10.1
2025-10-02T12:24:27,Agenda,32486.85,Avalian,Production,V1.10.1
2025-10-02T12:24:27,Home,6883.9,Avalian,Production,V1.10.1
2025-10-02T12:24:27,Login,11258.0,Avalian,Production,V1.10.1
2025-10-02T12:24:27,Mis operaciones,22002.85,Avalian,Production,V1.10.1
2025-10-02T12:24:27,Mis portfolios,7432.25,Avalian,Production,V1.10.1
2025-10-02T12:24:27,Rendimiento,2673.1,Avalian,Production,V1.10.1
2025-10-03T12:23:10,Agenda,28372.55,Avalian,Production,V1.10.1
2025-10-03T12:23:10,Home,8897.599999999995,Avalian,Production,V1.10.1
2025-10-03T12:23:10,Login,9216.0,Avalian,Production,V1.10.1
2025-10-03T12:23:10,Mis operaciones,22135.45,Avalian,Production,V1.10.1
2025-10-03T12:23:10,Mis portfolios,3901.5,Avalian,Production,V1.10.1
2025-10-03T12:23:10,Rendimiento,2548.1,Avalian,Production,V1.10.1
2025-10-06T12:24:26,Agenda,34184.649999999994,Avalian,Production,V1.10.1
2025-10-06T12:24:26,Home,7326.799999999999,Avalian,Production,V1.10.1
2025-10-06T12:24:26,Login,10375.0,Avalian,Production,V1.10.1
2025-10-06T12:24:26,Mis operaciones,21605.4,Avalian,Production,V1.10.1
2025-10-06T12:24:26,Mis portfolios,5354.5,Avalian,Production,V1.10.1
2025-10-06T12:24:26,Rendimiento,2439.1,Avalian,Production,V1.10.1
2025-10-07T12:25:42,Agenda,30143.0,Avalian,Production,V1.10.1
2025-10-07T12:25:42,Home,8714.3,Avalian,Production,V1.10.1
2025-10-07T12:25:42,Login,13766.0,Avalian,Production,V1.10.1
2025-10-07T12:25:42,Mis operaciones,23374.3,Avalian,Production,V1.10.1
2025-10-07T12:25:42,Mis portfolios,7608.5,Avalian,Production,V1.10.1
2025-10-07T12:25:42,Rendimiento,2861.2999999999997,Avalian,Production,V1.10.1
2025-10-08T12:25:46,Agenda,29102.15,Avalian,Production,V1.10.5
2025-10-08T12:25:46,Home,9718.3,Avalian,Production,V1.10.5
2025-10-08T12:25:46,Login,9721.0,Avalian,Production,V1.10.5
2025-10-08T12:25:46,Mis operaciones,27644.399999999998,Avalian,Production,V1.10.5
2025-10-08T12:25:46,Mis portfolios,7638.25,Avalian,Production,V1.10.5
2025-10-08T12:25:46,Rendimiento,3562.699999999998,Avalian,Production,V1.10.5
2025-10-09T12:39:33,Agenda,28783.4,Avalian,Production,V1.10.5
2025-10-09T12:39:33,Home,9675.6,Avalian,Production,V1.10.5
2025-10-09T12:39:33,Login,12567.0,Avalian,Production,V1.10.5
2025-10-09T12:39:33,Mis operaciones,23715.35,Avalian,Production,V1.10.5
2025-10-09T12:39:33,Mis portfolios,7172.25,Avalian,Production,V1.10.5
2025-10-09T12:39:33,Rendimiento,2652.8,Avalian,Production,V1.10.5
2025-10-10T12:24:05,Agenda,28050.05,Avalian,Production,V1.10.5
2025-10-10T12:24:05,Home,8889.0,Avalian,Production,V1.10.5
2025-10-10T12:24:05,Login,13731.0,Avalian,Production,V1.10.5
2025-10-10T12:24:05,Mis operaciones,24805.15,Avalian,Production,V1.10.5
2025-10-10T12:24:05,Mis portfolios,7350.75,Avalian,Production,V1.10.5
2025-10-10T12:24:05,Rendimiento,2670.35,Avalian,Production,V1.10.5
2025-10-13T12:27:56,Agenda,31677.9,Avalian,Production,V1.10.5
2025-10-13T12:27:56,Home,8499.6,Avalian,Production,V1.10.5
2025-10-13T12:27:56,Login,10191.0,Avalian,Production,V1.10.5
2025-10-13T12:27:56,Mis operaciones,48371.69999999998,Avalian,Production,V1.10.5
2025-10-13T12:27:56,Mis portfolios,9279.5,Avalian,Production,V1.10.5
2025-10-13T12:27:56,Rendimiento,4751.999999999996,Avalian,Production,V1.10.5
2025-10-14T12:25:26,Agenda,25918.5,Avalian,Production,V1.10.5
2025-10-14T12:25:26,Home,9344.1,Avalian,Production,V1.10.5
2025-10-14T12:25:26,Login,12722.0,Avalian,Production,V1.10.5
2025-10-14T12:25:26,Mis operaciones,19014.95,Avalian,Production,V1.10.5
2025-10-14T12:25:26,Mis portfolios,7640.25,Avalian,Production,V1.10.5
2025-10-14T12:25:26,Rendimiento,2808.5999999999985,Avalian,Production,V1.10.5
2025-10-15T12:25:13,Agenda,29810.85,Avalian,Production,V1.10.5
2025-10-15T12:25:13,Home,9250.4,Avalian,Production,V1.10.5
2025-10-15T12:25:13,Login,11139.0,Avalian,Production,V1.10.5
2025-10-15T12:25:13,Mis operaciones,25777.3,Avalian,Production,V1.10.5
2025-10-15T12:25:13,Mis portfolios,7301.25,Avalian,Production,V1.10.5
2025-10-15T12:25:13,Rendimiento,2450.5499999999997,Avalian,Production,V1.10.5
2025-10-17T12:25:17,Agenda,35201.899999999994,Avalian,Production,V1.10.5
2025-10-17T12:25:17,Home,10283.8,Avalian,Production,V1.10.5
2025-10-17T12:25:17,Login,12171.0,Avalian,Production,V1.10.5
2025-10-17T12:25:17,Mis operaciones,25757.1,Avalian,Production,V1.10.5
2025-10-17T12:25:17,Mis portfolios,8282.75,Avalian,Production,V1.10.5
2025-10-17T12:25:17,Rendimiento,2492.95,Avalian,Production,V1.10.5
2025-10-20T12:25:15,Agenda,28424.2,Avalian,Production,V1.10.5
2025-10-20T12:25:15,Home,10685.1,Avalian,Production,V1.10.5
2025-10-20T12:25:15,Login,12052.0,Avalian,Production,V1.10.5
2025-10-20T12:25:15,Mis operaciones,23576.4,Avalian,Production,V1.10.5
2025-10-20T12:25:15,Mis portfolios,9090.75,Avalian,Production,V1.10.5
2025-10-20T12:25:15,Rendimiento,3802.499999999996,Avalian,Production,V1.10.5
2025-10-21T14:59:23,Agenda,28656.5,Avalian,Production,V1.10.5
2025-10-21T14:59:23,Home,9019.4,Avalian,Production,V1.10.5
2025-10-21T14:59:23,Login,11025.0,Avalian,Production,V1.10.5
