Timestamp,Ambiente,Cliente,Versión,Muestra,Sección,Descripción,Usuario,Usuarios concurrentes,Tiempo (ms),Comentarios
2026-08-07T10:35:24-03:00,Production,Avalian,V1.13.4,1,Home,Ingreso a MPC,1,2,7074,
2026-08-07T10:35:24-03:00,Production,Avalian,V1.13.4,1,Home,Primer ingreso al menú Home,1,2,13960,
2026-08-07T10:35:24-03:00,Production,Avalian,V1.13.4,1,Home,Segundo ingreso al menú Home,1,2,5199,
2026-08-07T10:35:24-03:00,Production,Avalian,V1.13.4,1,Home,Primer ingreso al portfolio Estrategia desde el Home,1,2,10910,
2026-08-07T10:35:24-03:00,Production,Avalian,V1.13.4,1,Home,Primer ingreso al portfolio Hard Dollar desde el Home,1,2,10769,
2026-08-07T10:35:24-03:00,Production,Avalian,V1.13.4,1,Home,Primer ingreso al portfolio Cobertura desde el Home,1,2,13402,
2026-08-07T10:35:24-03:00,Production,Avalian,V1.13.4,1,Home,Segundo ingreso al portfolio Estrategia desde el Home,1,2,18507,
2026-08-07T10:35:24-03:00,Production,Avalian,V1.13.4,1,Home,Segundo ingreso al portfolio Hard Dollar desde el Home,1,2,16158,
2026-08-07T10:35:24-03:00,Production,Avalian,V1.13.4,1,Home,Segundo ingreso al portfolio Cobertura desde el Home,1,2,12684,
2026-08-07T10:35:24-03:00,Production,Avalian,V1.13.4,1,Home,Ingreso a MPC,2,2,7585,
2026-08-07T10:35:24-03:00,Production,Avalian,V1.13.4,1,Home,Primer ingreso al menú Home,2,2,11824,
2026-08-07T10:35:24-03:00,Production,Avalian,V1.13.4,1,Home,Segundo ingreso al menú Home,2,2,5465,
2026-08-07T10:35:24-03:00,Production,Avalian,V1.13.4,1,Home,Primer ingreso al portfolio Estrategia desde el Home,2,2,15128,
2026-08-07T10:35:24-03:00,Production,Avalian,V1.13.4,1,Home,Primer ingreso al portfolio Hard Dollar desde el Home,2,2,11440,
2026-08-07T10:35:24-03:00,Production,Avalian,V1.13.4,1,Home,Primer ingreso al portfolio Cobertura desde el Home,2,2,9374,
2026-08-07T10:35:24-03:00,Production,Avalian,V1.13.4,1,Home,Segundo ingreso al portfolio Estrategia desde el Home,2,2,15380,
2026-08-07T10:35:24-03:00,Production,Avalian,V1.13.4,1,Home,Segundo ingreso al portfolio Hard Dollar desde el Home,2,2,9430,
2026-08-07T10:35:24-03:00,Production,Avalian,V1.13.4,1,Home,Segundo ingreso al portfolio Cobertura desde el Home,2,2,8973,
2026-08-07T17:13:44-03:00,Production,Avalian,V1.13.4,2,Home,Ingreso a MPC,1,2,7366,
2026-08-07T17:13:44-03:00,Production,Avalian,V1.13.4,2,Home,Primer ingreso al menú Home,1,2,10089,
2026-08-07T17:13:44-03:00,Production,Avalian,V1.13.4,2,Home,Segundo ingreso al menú Home,1,2,8777,
2026-08-07T17:13:44-03:00,Production,Avalian,V1.13.4,2,Home,Primer ingreso al portfolio Estrategia desde el Home,1,2,13689,
2026-08-07T17:13:44-03:00,Production,Avalian,V1.13.4,2,Home,Primer ingreso al portfolio Hard Dollar desde el Home,1,2,11067,
2026-08-07T17:13:44-03:00,Production,Avalian,V1.13.4,2,Home,Primer ingreso al portfolio Cobertura desde el Home,1,2,11630,
2026-08-07T17:13:44-03:00,Production,Avalian,V1.13.4,2,Home,Segundo ingreso al portfolio Estrategia desde el Home,1,2,18785,
2026-08-07T17:13:44-03:00,Production,Avalian,V1.13.4,2,Home,Segundo ingreso al portfolio Hard Dollar desde el Home,1,2,15355,
2026-08-07T17:13:44-03:00,Production,Avalian,V1.13.4,2,Home,Segundo ingreso al portfolio Cobertura desde el Home,1,2,11607,
2026-08-07T17:13:44-03:00,Production,Avalian,V1.13.4,2,Home,Ingreso a MPC,2,2,16184,
2026-08-07T17:13:44-03:00,Production,Avalian,V1.13.4,2,Home,Primer ingreso al menú Home,2,2,15738,
2026-08-07T17:13:44-03:00,Production,Avalian,V1.13.4,2,Home,Segundo ingreso al menú Home,2,2,7919,
2026-08-07T17:13:44-03:00,Production,Avalian,V1.13.4,2,Home,Primer ingreso al portfolio Estrategia desde el Home,2,2,21286,
2026-08-07T17:13:44-03:00,Production,Avalian,V1.13.4,2,Home,Primer ingreso al portfolio Hard Dollar desde el Home,2,2,12576,
2026-08-07T17:13:44-03:00,Production,Avalian,V1.13.4,2,Home,Primer ingreso al portfolio Cobertura desde el Home,2,2,10647,
2026-08-07T17:13:44-03:00,Production,Avalian,V1.13.4,2,Home,Segundo ingreso al portfolio Estrategia desde el Home,2,2,13785,
2026-08-07T17:13:44-03:00,Production,Avalian,V1.13.4,2,Home,Segundo ingreso al portfolio Hard Dollar desde el Home,2,2,10732,
2026-08-07T17:13:44-03:00,Production,Avalian,V1.13.4,2,Home,Segundo ingreso al portfolio Cobertura desde el Home,2,2,10845,
2026-08-12T17:38:32-03:00,Testing,CFI,V1.12.4,1,Home,Ingreso a MPC,1,2,8835,
2026-08-12T17:38:32-03:00,Testing,CFI,V1.12.4,1,Home,Primer ingreso al menú Home,1,2,28990,
2026-08-12T17:38:32-03:00,Testing,CFI,V1.12.4,1,Home,Segundo ingreso al menú Home,1,2,15986,
2026-08-12T17:38:32-03:00,Testing,CFI,V1.12.4,1,Home,Ingreso a MPC,2,2,8964,
2026-08-12T17:38:32-03:00,Testing,CFI,V1.12.4,1,Home,Primer ingreso al menú Home,2,2,23903,
2026-08-12T17:38:32-03:00,Testing,CFI,V1.12.4,1,Home,Segundo ingreso al menú Home,2,2,20868,
2026-08-13T11:38:04-03:00,Testing,CFI,V1.12.4,2,Home,Ingreso a MPC,1,2,8479,
2026-08-13T11:38:04-03:00,Testing,CFI,V1.12.4,2,Home,Primer ingreso al menú Home,1,2,20386,
2026-08-13T11:38:04-03:00,Testing,CFI,V1.12.4,2,Home,Segundo ingreso al menú Home,1,2,17000,
2026-08-13T11:38:04-03:00,Testing,CFI,V1.12.4,2,Home,Ingreso a MPC,2,2,9397,
2026-08-13T11:38:04-03:00,Testing,CFI,V1.12.4,2,Home,Primer ingreso al menú Home,2,2,26888,
2026-08-13T11:38:04-03:00,Testing,CFI,V1.12.4,2,Home,Segundo ingreso al menú Home,2,2,11086,
2026-08-13T12:44:04-03:00,Testing,CFI,V1.12.4,3,Home,Ingreso a MPC,1,2,8241,
2026-08-13T12:44:04-03:00,Testing,CFI,V1.12.4,3,Home,Primer ingreso al menú Home,1,2,25673,
2026-08-13T12:44:04-03:00,Testing,CFI,V1.12.4,3,Home,Segundo ingreso al menú Home,1,2,12901,
2026-08-13T12:44:04-03:00,Testing,CFI,V1.12.4,3,Home,Ingreso a MPC,2,2,8104,
2026-08-13T12:44:04-03:00,Testing,CFI,V1.12.4,3,Home,Primer ingreso al menú Home,2,2,19977,
2026-08-13T12:44:04-03:00,Testing,CFI,V1.12.4,3,Home,Segundo ingreso al menú Home,2,2,16930,
2026-08-13T13:51:38-03:00,Testing,CFI,V1.12.4,4,Login,Ingreso al admin de MPC y setup de portfolios,1,2,22457,
2026-08-13T13:51:38-03:00,Testing,CFI,V1.12.4,4,Home,Ingreso a MPC,1,2,4422,
2026-08-13T13:51:38-03:00,Testing,CFI,V1.12.4,4,Home,Primer ingreso al menú Home,1,2,20973,
2026-08-13T13:51:38-03:00,Testing,CFI,V1.12.4,4,Home,Segundo ingreso al menú Home,1,2,17489,
2026-08-13T13:51:38-03:00,Testing,CFI,V1.12.4,4,Home,Primer ingreso al portfolio CFI desde el Home,1,2,26289,
2026-08-13T13:51:38-03:00,Testing,CFI,V1.12.4,4,Home,Primer ingreso al portfolio FFI desde el Home,1,2,18261,
2026-08-13T13:51:38-03:00,Testing,CFI,V1.12.4,4,Home,Primer ingreso al portfolio FPC desde el Home,1,2,16038,
2026-08-13T13:51:38-03:00,Testing,CFI,V1.12.4,4,Home,Primer ingreso al portfolio Fondo de Obra Social desde el Home,1,2,18266,
2026-08-13T13:51:38-03:00,Testing,CFI,V1.12.4,4,Home,Primer ingreso al portfolio Fondo de Garantia CFI desde el Home,1,2,21310,
2026-08-13T13:51:38-03:00,Testing,CFI,V1.12.4,4,Home,Primer ingreso al portfolio Consolidado CFI desde el Home,1,2,22931,
2026-08-13T13:51:38-03:00,Testing,CFI,V1.12.4,4,Home,Segundo ingreso al portfolio CFI desde el Home,1,2,22406,
2026-08-13T13:51:38-03:00,Testing,CFI,V1.12.4,4,Home,Segundo ingreso al portfolio FFI desde el Home,1,2,21702,
2026-08-13T13:51:38-03:00,Testing,CFI,V1.12.4,4,Home,Segundo ingreso al portfolio FPC desde el Home,1,2,18363,
2026-08-13T13:51:38-03:00,Testing,CFI,V1.12.4,4,Home,Segundo ingreso al portfolio Fondo de Obra Social desde el Home,1,2,19753,
2026-08-13T13:51:38-03:00,Testing,CFI,V1.12.4,4,Home,Segundo ingreso al portfolio Fondo de Garantia CFI desde el Home,1,2,24873,
2026-08-13T13:51:38-03:00,Testing,CFI,V1.12.4,4,Home,Segundo ingreso al portfolio Consolidado CFI desde el Home,1,2,26121,
2026-08-13T13:51:38-03:00,Testing,CFI,V1.12.4,4,Login,Ingreso al admin de MPC y setup de portfolios,2,2,24755,
2026-08-13T13:51:38-03:00,Testing,CFI,V1.12.4,4,Home,Ingreso a MPC,2,2,5033,
2026-08-13T13:51:38-03:00,Testing,CFI,V1.12.4,4,Home,Primer ingreso al menú Home,2,2,20510,
2026-08-13T13:51:38-03:00,Testing,CFI,V1.12.4,4,Home,Segundo ingreso al menú Home,2,2,12808,
2026-08-13T13:51:38-03:00,Testing,CFI,V1.12.4,4,Home,Primer ingreso al portfolio CFI desde el Home,2,2,22582,
2026-08-13T13:51:38-03:00,Testing,CFI,V1.12.4,4,Home,Primer ingreso al portfolio FFI desde el Home,2,2,28740,
2026-08-13T13:51:38-03:00,Testing,CFI,V1.12.4,4,Home,Primer ingreso al portfolio FPC desde el Home,2,2,19632,
2026-08-13T13:51:38-03:00,Testing,CFI,V1.12.4,4,Home,Primer ingreso al portfolio Fondo de Obra Social desde el Home,2,2,19614,
2026-08-13T13:51:38-03:00,Testing,CFI,V1.12.4,4,Home,Primer ingreso al portfolio Fondo de Garantia CFI desde el Home,2,2,30847,
2026-08-13T13:51:38-03:00,Testing,CFI,V1.12.4,4,Home,Primer ingreso al portfolio Consolidado CFI desde el Home,2,2,37429,
2026-08-13T13:51:38-03:00,Testing,CFI,V1.12.4,4,Home,Segundo ingreso al portfolio CFI desde el Home,2,2,24881,
2026-08-13T13:51:38-03:00,Testing,CFI,V1.12.4,4,Home,Segundo ingreso al portfolio FFI desde el Home,2,2,23489,
2026-08-13T13:51:38-03:00,Testing,CFI,V1.12.4,4,Home,Segundo ingreso al portfolio FPC desde el Home,2,2,20716,
2026-08-13T13:51:38-03:00,Testing,CFI,V1.12.4,4,Home,Segundo ingreso al portfolio Fondo de Obra Social desde el Home,2,2,30238,
2026-08-13T13:51:38-03:00,Testing,CFI,V1.12.4,4,Home,Segundo ingreso al portfolio Fondo de Garantia CFI desde el Home,2,2,15678,
2026-08-13T13:51:38-03:00,Testing,CFI,V1.12.4,4,Home,Segundo ingreso al portfolio Consolidado CFI desde el Home,2,2,20853,
2026-08-13T14:42:55-03:00,Testing,CFI,V1.12.4,5,Login,Ingreso al admin de MPC y setup de portfolios,1,2,24487,
2026-08-13T14:42:55-03:00,Testing,CFI,V1.12.4,5,Home,Ingreso a MPC,1,2,4217,
2026-08-13T14:42:55-03:00,Testing,CFI,V1.12.4,5,Home,Primer ingreso al menú Home,1,2,16358,
2026-08-13T14:42:55-03:00,Testing,CFI,V1.12.4,5,Home,Segundo ingreso al menú Home,1,2,13385,
2026-08-13T14:42:55-03:00,Testing,CFI,V1.12.4,5,Home,Primer ingreso al portfolio CFI desde el Home,1,2,24172,
2026-08-13T14:42:55-03:00,Testing,CFI,V1.12.4,5,Home,Primer ingreso al portfolio FFI desde el Home,1,2,19375,
2026-08-13T14:42:55-03:00,Testing,CFI,V1.12.4,5,Home,Primer ingreso al portfolio FPC desde el Home,1,2,15311,
2026-08-13T14:42:55-03:00,Testing,CFI,V1.12.4,5,Home,Primer ingreso al portfolio Fondo de Obra Social desde el Home,1,2,18969,
2026-08-13T14:42:55-03:00,Testing,CFI,V1.12.4,5,Home,Primer ingreso al portfolio Fondo de Garantia CFI desde el Home,1,2,27449,
2026-08-13T14:42:55-03:00,Testing,CFI,V1.12.4,5,Home,Primer ingreso al portfolio Consolidado CFI desde el Home,1,2,54078,
2026-08-13T14:42:55-03:00,Testing,CFI,V1.12.4,5,Home,Segundo ingreso al portfolio CFI desde el Home,1,2,32546,
2026-08-13T14:42:55-03:00,Testing,CFI,V1.12.4,5,Home,Segundo ingreso al portfolio FFI desde el Home,1,2,33779,
2026-08-13T14:42:55-03:00,Testing,CFI,V1.12.4,5,Home,Segundo ingreso al portfolio FPC desde el Home,1,2,28196,
2026-08-13T14:42:55-03:00,Testing,CFI,V1.12.4,5,Home,Segundo ingreso al portfolio Fondo de Obra Social desde el Home,1,2,22037,
2026-08-13T14:42:55-03:00,Testing,CFI,V1.12.4,5,Home,Segundo ingreso al portfolio Fondo de Garantia CFI desde el Home,1,2,34447,
2026-08-13T14:42:55-03:00,Testing,CFI,V1.12.4,5,Home,Segundo ingreso al portfolio Consolidado CFI desde el Home,1,2,40269,
2026-08-13T14:42:55-03:00,Testing,CFI,V1.12.4,5,Login,Ingreso al admin de MPC y setup de portfolios,2,2,23674,
2026-08-13T14:42:55-03:00,Testing,CFI,V1.12.4,5,Home,Ingreso a MPC,2,2,3820,
2026-08-13T14:42:55-03:00,Testing,CFI,V1.12.4,5,Home,Primer ingreso al menú Home,2,2,17374,
2026-08-13T14:42:55-03:00,Testing,CFI,V1.12.4,5,Home,Segundo ingreso al menú Home,2,2,14158,
2026-08-13T14:42:55-03:00,Testing,CFI,V1.12.4,5,Home,Primer ingreso al portfolio CFI desde el Home,2,2,22940,
2026-08-13T14:42:55-03:00,Testing,CFI,V1.12.4,5,Home,Primer ingreso al portfolio FFI desde el Home,2,2,30797,
2026-08-13T14:42:55-03:00,Testing,CFI,V1.12.4,5,Home,Primer ingreso al portfolio FPC desde el Home,2,2,22749,
2026-08-13T14:42:55-03:00,Testing,CFI,V1.12.4,5,Home,Primer ingreso al portfolio Fondo de Obra Social desde el Home,2,2,27201,
2026-08-13T14:42:55-03:00,Testing,CFI,V1.12.4,5,Home,Primer ingreso al portfolio Fondo de Garantia CFI desde el Home,2,2,32005,
2026-08-13T14:42:55-03:00,Testing,CFI,V1.12.4,5,Home,Primer ingreso al portfolio Consolidado CFI desde el Home,2,2,29153,
2026-08-13T14:42:55-03:00,Testing,CFI,V1.12.4,5,Home,Segundo ingreso al portfolio CFI desde el Home,2,2,29849,
2026-08-13T14:42:55-03:00,Testing,CFI,V1.12.4,5,Home,Segundo ingreso al portfolio FFI desde el Home,2,2,28624,
2026-08-13T14:42:55-03:00,Testing,CFI,V1.12.4,5,Home,Segundo ingreso al portfolio FPC desde el Home,2,2,24689,
2026-08-13T14:42:55-03:00,Testing,CFI,V1.12.4,5,Home,Segundo ingreso al portfolio Fondo de Obra Social desde el Home,2,2,24772,
2026-08-13T14:42:55-03:00,Testing,CFI,V1.12.4,5,Home,Segundo ingreso al portfolio Fondo de Garantia CFI desde el Home,2,2,44351,
2026-08-13T14:42:55-03:00,Testing,CFI,V1.12.4,5,Home,Segundo ingreso al portfolio Consolidado CFI desde el Home,2,2,36626,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Login,Ingreso al admin de MPC y setup de portfolios,1,2,24638,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,Ingreso a MPC,1,2,6414,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,Primer ingreso al menú Agenda,1,2,6227,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Primer ingreso: Tipo de instrumento Bonos, estado: Pendiente",1,2,27502,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Primer ingreso: Tipo de instrumento Bonos, estado: Pendiente, fecha: 1 mes hacia atras",1,2,13689,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Primer ingreso: Tipo de instrumento Bonos, estado: Pendiente, fecha: 3 meses hacia atras",1,2,20750,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a plazo, estado: Pendiente",1,2,3190,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a plazo, estado: Pendiente, fecha: 1 mes hacia atras",1,2,7324,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a plazo, estado: Pendiente, fecha: 3 meses hacia atras",1,2,3238,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a descuento, estado: Pendiente",1,2,871,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a descuento, estado: Pendiente, fecha: 1 mes hacia atras",1,2,3089,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a descuento, estado: Pendiente, fecha: 3 meses hacia atras",1,2,6893,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Primer ingreso: Tipo de instrumento Bonos, estado: Cobrado",1,2,1288,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Primer ingreso: Tipo de instrumento Bonos, estado: Cobrado, fecha: 1 mes hacia atras",1,2,4508,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Primer ingreso: Tipo de instrumento Bonos, estado: Cobrado, fecha: 3 meses hacia atras",1,2,3034,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a plazo, estado: Cobrado, Concepto: Cancelación anticipada",1,2,1056,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a plazo, estado: Cobrado, Concepto: Cancelación anticipada, fecha: 1 mes hacia atras",1,2,1968,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a plazo, estado: Cobrado, Concepto: Cancelación anticipada, fecha: 3 meses hacia atras",1,2,1214,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a plazo, estado: Cobrado, Concepto: Vencimiento",1,2,15941,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a plazo, estado: Cobrado, Concepto: Vencimiento, fecha: 1 mes hacia atras",1,2,1739,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a plazo, estado: Cobrado, Concepto: Vencimiento, fecha: 3 meses hacia atras",1,2,2815,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a plazo, estado: Cobrado, Concepto: Venta",1,2,961,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a plazo, estado: Cobrado, Concepto: Venta, fecha: 1 mes hacia atras",1,2,1076,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a plazo, estado: Cobrado, Concepto: Venta, fecha: 3 meses hacia atras",1,2,1083,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a descuento, estado: Cobrado, Concepto: Cancelación anticipada",1,2,3358,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a descuento, estado: Cobrado, Concepto: Cancelación anticipada, fecha: 1 mes hacia atras",1,2,1070,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a descuento, estado: Cobrado, Concepto: Cancelación anticipada, fecha: 3 meses hacia atras",1,2,1101,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a descuento, estado: Cobrado, Concepto: Vencimiento",1,2,895,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a descuento, estado: Cobrado, Concepto: Vencimiento, fecha: 1 mes hacia atras",1,2,1163,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a descuento, estado: Cobrado, Concepto: Vencimiento, fecha: 3 meses hacia atras",1,2,1015,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a descuento, estado: Cobrado, Concepto: Venta",1,2,953,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a descuento, estado: Cobrado, Concepto: Venta, fecha: 1 mes hacia atras",1,2,1107,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a descuento, estado: Cobrado, Concepto: Venta, fecha: 3 meses hacia atras",1,2,1104,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,Segundo ingreso al menú Agenda,1,2,5523,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Segundo ingreso: Tipo de instrumento Bonos, estado: pendiente",1,2,13226,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Segundo ingreso: Tipo de instrumento Bonos, estado: Pendiente, fecha: 1 mes hacia atras",1,2,60409,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Segundo ingreso: Tipo de instrumento Bonos, estado: Pendiente, fecha: 3 meses hacia atras",1,2,35934,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Segundo ingreso: Tipo de instrumento Operaciones a plazo, estado: pendiente",1,2,5730,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Segundo ingreso: Tipo de instrumento Operaciones a plazo, estado: Pendiente, fecha: 1 mes hacia atras",1,2,8468,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Segundo ingreso: Tipo de instrumento Operaciones a plazo, estado: Pendiente, fecha: 3 meses hacia atras",1,2,4680,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Segundo ingreso: Tipo de instrumento Operaciones a descuento, estado: pendiente",1,2,714,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Segundo ingreso: Tipo de instrumento Operaciones a descuento, estado: Pendiente, fecha: 1 mes hacia atras",1,2,1283,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Segundo ingreso: Tipo de instrumento Operaciones a descuento, estado: Pendiente, fecha: 3 meses hacia atras",1,2,1433,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Segundo ingreso: Tipo de instrumento Bonos, estado: Cobrado",1,2,1163,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Segundo ingreso: Tipo de instrumento Bonos, estado: Cobrado, fecha: 1 mes hacia atras",1,2,1464,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Segundo ingreso: Tipo de instrumento Bonos, estado: Cobrado, fecha: 3 meses hacia atras",1,2,2258,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Segundo ingreso: Tipo de instrumento Operaciones a plazo, estado: Cobrado, Concepto: Cancelación anticipada",1,2,1034,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Segundo ingreso: Tipo de instrumento Operaciones a plazo, estado: Cobrado, Concepto: Cancelación anticipada, fecha: 1 mes hacia atras",1,2,1100,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Segundo ingreso: Tipo de instrumento Operaciones a plazo, estado: Cobrado, Concepto: Cancelación anticipada, fecha: 3 meses hacia atras",1,2,1026,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Segundo ingreso: Tipo de instrumento Operaciones a plazo, estado: Cobrado, Concepto: Vencimiento",1,2,2787,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Segundo ingreso: Tipo de instrumento Operaciones a plazo, estado: Cobrado, Concepto: Vencimiento, fecha: 1 mes hacia atras",1,2,1799,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Segundo ingreso: Tipo de instrumento Operaciones a plazo, estado: Cobrado, Concepto: Vencimiento, fecha: 3 meses hacia atras",1,2,3515,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Segundo ingreso: Tipo de instrumento Operaciones a plazo, estado: Cobrado, Concepto: Venta",1,2,861,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Segundo ingreso: Tipo de instrumento Operaciones a plazo, estado: Cobrado, Concepto: Venta, fecha: 1 mes hacia atras",1,2,1099,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Segundo ingreso: Tipo de instrumento Operaciones a plazo, estado: Cobrado, Concepto: Venta, fecha: 3 meses hacia atras",1,2,1060,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Segundo ingreso: Tipo de instrumento Operaciones a descuento, estado: Cobrado, Concepto: Cancelación anticipada",1,2,1074,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Segundo ingreso: Tipo de instrumento Operaciones a descuento, estado: Cobrado, Concepto: Cancelación anticipada, fecha: 1 mes hacia atras",1,2,1033,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Segundo ingreso: Tipo de instrumento Operaciones a descuento, estado: Cobrado, Concepto: Cancelación anticipada, fecha: 3 meses hacia atras",1,2,1106,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Segundo ingreso: Tipo de instrumento Operaciones a descuento, estado: Cobrado, Concepto: Vencimiento",1,2,860,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Segundo ingreso: Tipo de instrumento Operaciones a descuento, estado: Cobrado, Concepto: Vencimiento, fecha: 1 mes hacia atras",1,2,1058,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Segundo ingreso: Tipo de instrumento Operaciones a descuento, estado: Cobrado, Concepto: Vencimiento, fecha: 3 meses hacia atras",1,2,996,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Segundo ingreso: Tipo de instrumento Operaciones a descuento, estado: Cobrado, Concepto: Venta",1,2,880,
2026-08-13T14:55:43-03:00,Testing,CFI,V1.12.4,6,Agenda,"Segundo ingreso: Tipo de instrumento Operaciones a descuento, estado: Cobrado, Concepto: Venta, fecha: 1 mes hacia atras",1,2,1015,
