Timestamp,Cliente,Ambiente,Versión actual,Versión comparada,Sección,Descripción,P95 (ms) de la versión actual,P95 (ms) de la versión comparada,Porcentaje de mejora/empeora
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Agenda,Primer ingreso al menú Agenda,3914.6,3926.6,0.31
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Agenda,Primer ingreso: Filtro de todos los estados y conceptos con fecha actual,119362.6,134873.0,11.5
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Agenda,"Primer ingreso: Filtro de todos los estados, con concepto: Cancelación anticipada",789.75,555.4,-42.19
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Agenda,"Primer ingreso: Filtro de todos los estados, con concepto: Cobro de cupón",10781.1,9966.4,-8.17
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Agenda,"Primer ingreso: Filtro de todos los estados, con concepto: Cobro de dividendo",731.2,733.4,0.3
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Agenda,"Primer ingreso: Filtro de todos los estados, con concepto: Vencimiento",76939.2,51960.8,-48.07
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Agenda,"Primer ingreso: Filtro de todos los estados, con concepto: Venta",719.8,730.4,1.45
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Agenda,Segundo ingreso al menú Agenda,3811.2,3817.2,0.16
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Agenda,Segundo ingreso: Filtro de todos los estados y conceptos con fecha actual,80220.8,56230.6,-42.66
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Agenda,"Segundo ingreso: Filtro de todos los estados, con concepto: Cancelación anticipada",529.75,578.8,8.47
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Agenda,"Segundo ingreso: Filtro de todos los estados, con concepto: Cobro de cupón",14927.85,9951.8,-50.0
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Agenda,"Segundo ingreso: Filtro de todos los estados, con concepto: Cobro de dividendo",740.95,721.0,-2.77
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Agenda,"Segundo ingreso: Filtro de todos los estados, con concepto: Vencimiento",76147.8,52552.6,-44.9
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Agenda,"Segundo ingreso: Filtro de todos los estados, con concepto: Venta",694.9,687.4,-1.09
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Home,Ingreso a MPC,5518.2,5453.6,-1.18
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Home,Primer ingreso al menú Home,56973.85,39192.8,-45.37
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Home,Primer ingreso al portfolio CFI desde el Home,16204.45,27513.6,41.1
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Home,Primer ingreso al portfolio FFI desde el Home,23621.25,13573.6,-74.02
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Home,Primer ingreso al portfolio FPC desde el Home,23210.7,10077.2,-130.33
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Home,Primer ingreso al portfolio Fideicomiso CFI desde el Home,23498.4,15903.6,-47.76
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Home,Primer ingreso al portfolio Fondo de Obra Social desde el Home,51125.25,46873.8,-9.07
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Home,Segundo ingreso al menú Home,8611.35,28226.2,69.49
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Home,Segundo ingreso al portfolio CFI desde el Home,13557.8,29810.8,54.52
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Home,Segundo ingreso al portfolio FFI desde el Home,17627.0,29278.2,39.79
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Home,Segundo ingreso al portfolio FPC desde el Home,15579.6,23615.8,34.03
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Home,Segundo ingreso al portfolio Fideicomiso CFI desde el Home,25101.8,18398.0,-36.44
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Home,Segundo ingreso al portfolio Fondo de Obra Social desde el Home,38301.6,12446.8,-207.72
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Login,Ingreso al admin de MPC y setup de portfolios,19442.2,19670.4,1.16
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Mi dinero,Primer ingreso al menú Mi dinero,223777.55,159084.6,-40.67
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Mi dinero,Segundo ingreso al menú Mi dinero,147829.05,99517.2,-48.55
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Mis depositarios,Agrupar por especie todas las cuentas disponibles,1259.6,1220.5,-3.2
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Mis depositarios,Deseleccionar la cuenta Banco Nación (Banco Nación FPC),988.55,1145.5,13.7
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Mis depositarios,Deseleccionar la cuenta ICBC (CFI),1536.35,1532.0,-0.28
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Mis depositarios,Deseleccionar la cuenta ICBC (FFI),1313.15,2350.5,44.13
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Mis depositarios,Deseleccionar la cuenta ICBC (ICBC - FONDO DE GARANTÍA),1113.0,1065.5,-4.46
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Mis depositarios,Deseleccionar la cuenta Nación Bursátil (NB (Fondo Obra Social)),840.6,909.5,7.58
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Mis depositarios,Deseleccionar todas las cuentas del depositario Banco Nación,856.15,891.5,3.97
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Mis depositarios,Deseleccionar todas las cuentas del depositario ICBC,957.2,958.0,0.08
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Mis depositarios,Deseleccionar todas las cuentas del depositario Nación Bursátil,904.35,977.0,7.44
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Mis depositarios,Deseleccionar todas las cuentas disponibles,922.65,1012.0,8.83
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Mis depositarios,Primer ingreso al menú Mis depositarios,3938.3,3938.0,-0.01
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Mis depositarios,Seleccionar la cuenta Banco Nación (Banco Nación FPC),1767.55,1717.0,-2.94
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Mis depositarios,Seleccionar la cuenta ICBC (CFI),1785.5,1598.0,-11.73
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Mis depositarios,Seleccionar la cuenta ICBC (FFI),1683.2,1626.5,-3.49
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Mis depositarios,Seleccionar la cuenta ICBC (ICBC - FONDO DE GARANTÍA),1699.2,1614.0,-5.28
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Mis depositarios,Seleccionar la cuenta Nación Bursátil (NB (Fondo Obra Social)),1847.2,1867.0,1.06
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Mis depositarios,Seleccionar todas las cuentas del depositario Banco Nación,1047.5,1038.0,-0.92
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Mis depositarios,Seleccionar todas las cuentas del depositario ICBC,1597.5,1486.0,-7.5
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Mis depositarios,Seleccionar todas las cuentas del depositario Nación Bursátil,1046.45,1061.0,1.37
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Mis depositarios,Seleccionar todas las cuentas disponibles,1822.3,1640.0,-11.12
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Mis operaciones,Primer ingreso al depositario CFI,4479.55,5128.4,12.65
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Mis operaciones,Primer ingreso al menú Mis operaciones,4592.05,4063.6,-13.0
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Mis operaciones,Primer ingreso: Depositario CFI filtro de 1 mes de operaciones,1985.95,1128.0,-76.06
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Mis operaciones,Primer ingreso: Depositario CFI filtro de 3 meses de operaciones,4781.6,5270.2,9.27
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Mis operaciones,Primer ingreso: Filtro de 1 mes de operaciones,3000.4,1989.4,-50.82
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Mis operaciones,Primer ingreso: Filtro de 3 meses de operaciones,10099.15,13940.8,27.56
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Mis operaciones,Segundo ingreso al depositario CFI,4390.65,5265.6,16.62
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Mis operaciones,Segundo ingreso al menú Mis operaciones,3685.05,3730.2,1.21
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Mis operaciones,Segundo ingreso: Depositario CFI filtro de 1 mes de operaciones,2032.3,1222.2,-66.28
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Mis operaciones,Segundo ingreso: Depositario CFI filtro de 3 meses de operaciones,4512.25,5476.6,17.61
2026-04-20T13:48:59-03:00,CFI,Production,V1.11.8,V1.11.7,Mis operaciones,Segundo ingreso: Filtro de 1 mes de operaciones,3224.3,1853.2,-73.99
