Timestamp,Cliente,Ambiente,Versión,Sección,Descripción base,P95 (ms) acumulado base,Descripción comparada,P95 (ms) acumulado comparada,Porcentaje de mejora/empeora
2026-04-17T13:44:01-03:00,CFI,Production,V1.11.8,Rendimiento,Primer ingreso al portfolio CFI,3808.7,Segundo ingreso al portfolio CFI,1469.7,61.41
2026-04-17T13:44:01-03:00,CFI,Production,V1.11.8,Rendimiento,Primera recorrida de cartas de rendimiento portfolio Total método MWR,5853.4,Segunda recorrida de cartas de rendimiento portfolio Total método MWR,5928.8,-1.29
2026-04-17T13:44:01-03:00,CFI,Production,V1.11.8,Rendimiento,Primera recorrida de cartas de rendimiento portfolio Total método TWR,6038.4,Segunda recorrida de cartas de rendimiento portfolio Total método TWR,6051.2,-0.21
2026-04-17T13:44:01-03:00,CFI,Production,V1.11.8,Rendimiento,Primera recorrida de cartas de rendimiento portfolio CFI método MWR,4907.6,Segunda recorrida de cartas de rendimiento portfolio CFI método MWR,5023.8,-2.37
2026-04-17T13:44:01-03:00,CFI,Production,V1.11.8,Rendimiento,Primera recorrida de cartas de rendimiento portfolio Hard Dollar método MWR,2300.85,Segunda recorrida de cartas de rendimiento portfolio Hard Dollar método MWR,2275.75,1.09
2026-04-17T13:44:01-03:00,CFI,Production,V1.11.8,Rendimiento,Primera recorrida de cartas de rendimiento portfolio Estrategia método MWR,2687.05,Segunda recorrida de cartas de rendimiento portfolio Estrategia método MWR,2574.5,4.19
2026-04-17T13:44:01-03:00,CFI,Production,V1.11.8,Rendimiento,Primera recorrida de cartas de rendimiento portfolio Cobertura método MWR,2180.45,Segunda recorrida de cartas de rendimiento portfolio Cobertura método MWR,2117.55,2.88
2026-04-17T13:44:01-03:00,CFI,Production,V1.11.8,Rendimiento,Primera recorrida de cartas de rendimiento portfolio Fondo de Obra Social método MWR,3380.8,Segunda recorrida de cartas de rendimiento portfolio Fondo de Obra Social método MWR,3575.0,-5.74
2026-04-17T13:44:01-03:00,CFI,Production,V1.11.8,Rendimiento,Primera recorrida de cartas de rendimiento portfolio FFI método MWR,4755.6,Segunda recorrida de cartas de rendimiento portfolio FFI método MWR,4954.0,-4.17
2026-04-17T13:44:01-03:00,CFI,Production,V1.11.8,Rendimiento,Primera recorrida de cartas de rendimiento portfolio Fideicomiso CFI método MWR,4290.8,Segunda recorrida de cartas de rendimiento portfolio Fideicomiso CFI método MWR,4406.6,-2.7
2026-04-17T13:44:01-03:00,CFI,Production,V1.11.8,Rendimiento,Primera recorrida de cartas de rendimiento portfolio FPC método MWR,4251.0,Segunda recorrida de cartas de rendimiento portfolio FPC método MWR,4262.2,-0.26
2026-04-17T13:44:01-03:00,CFI,Production,V1.11.8,Rendimiento,Primera recorrida de cartas de rendimiento portfolio CFI método TWR,5070.4,Segunda recorrida de cartas de rendimiento portfolio CFI método TWR,4951.0,2.35
2026-04-17T13:44:01-03:00,CFI,Production,V1.11.8,Rendimiento,Primera recorrida de cartas de rendimiento portfolio Hard Dollar método TWR,2327.1,Segunda recorrida de cartas de rendimiento portfolio Hard Dollar método TWR,2345.8,-0.8
2026-04-17T13:44:01-03:00,CFI,Production,V1.11.8,Rendimiento,Primera recorrida de cartas de rendimiento portfolio Estrategia método TWR,2538.55,Segunda recorrida de cartas de rendimiento portfolio Estrategia método TWR,2656.8,-4.66
2026-04-17T13:44:01-03:00,CFI,Production,V1.11.8,Rendimiento,Primera recorrida de cartas de rendimiento portfolio Cobertura método TWR,2105.9,Segunda recorrida de cartas de rendimiento portfolio Cobertura método TWR,2274.45,-8.0
2026-04-17T13:44:01-03:00,CFI,Production,V1.11.8,Rendimiento,Primera recorrida de cartas de rendimiento portfolio Fondo de Obra Social método TWR,3460.2,Segunda recorrida de cartas de rendimiento portfolio Fondo de Obra Social método TWR,3414.6,1.32
2026-04-17T13:44:01-03:00,CFI,Production,V1.11.8,Rendimiento,Primera recorrida de cartas de rendimiento portfolio FFI método TWR,4678.4,Segunda recorrida de cartas de rendimiento portfolio FFI método TWR,4821.6,-3.06
2026-04-17T13:44:01-03:00,CFI,Production,V1.11.8,Rendimiento,Primera recorrida de cartas de rendimiento portfolio Fideicomiso CFI método TWR,4331.8,Segunda recorrida de cartas de rendimiento portfolio Fideicomiso CFI método TWR,4312.4,0.45
2026-04-17T13:44:01-03:00,CFI,Production,V1.11.8,Rendimiento,Primera recorrida de cartas de rendimiento portfolio FPC método TWR,4338.2,Segunda recorrida de cartas de rendimiento portfolio FPC método TWR,4368.2,-0.69
