Timestamp,Cliente,Ambiente,Sección,Versión,P95 (ms) con nuevas acciones,P95 (ms) sin nuevas acciones,Cantidad de acciones nuevas,Porcentaje de cambio
2026-07-10T13:13:55-03:00,Avalian,Production,Agenda,V1.12.4,8772.9,4579.9,72,-91.55
