Timestamp,Cliente,Ambiente,Sección,Descripción,Versión,P95 (ms) actual,Cantidad de muestras
2026-07-27T13:27:07-03:00,Avalian,Production,Agenda,"Primer ingreso: Tipo de instrumento Acciones, estado: Cobrado",V1.12.4,798.85,54
2026-07-27T13:27:07-03:00,Avalian,Production,Agenda,"Primer ingreso: Tipo de instrumento Acciones, estado: Cobrado, fecha: 1 mes hacia atras",V1.12.4,1255.7,54
2026-07-27T13:27:07-03:00,Avalian,Production,Agenda,"Primer ingreso: Tipo de instrumento Acciones, estado: Cobrado, fecha: 3 meses hacia atras",V1.12.4,1290.3,54
2026-07-27T13:27:07-03:00,Avalian,Production,Agenda,"Primer ingreso: Tipo de instrumento Acciones, estado: Pendiente",V1.12.4,686.75,54
2026-07-27T13:27:07-03:00,Avalian,Production,Agenda,"Primer ingreso: Tipo de instrumento Acciones, estado: Pendiente, fecha: 1 mes hacia atras",V1.12.4,1308.2,54
2026-07-27T13:27:07-03:00,Avalian,Production,Agenda,"Primer ingreso: Tipo de instrumento Acciones, estado: Pendiente, fecha: 3 meses hacia atras",V1.12.4,1295.8,54
2026-07-27T13:27:07-03:00,Avalian,Production,Agenda,"Primer ingreso: Tipo de instrumento Bonos, estado: Cobrado",V1.12.4,1236.95,54
2026-07-27T13:27:07-03:00,Avalian,Production,Agenda,"Primer ingreso: Tipo de instrumento Bonos, estado: Cobrado, fecha: 1 mes hacia atras",V1.12.4,2008.15,54
2026-07-27T13:27:07-03:00,Avalian,Production,Agenda,"Primer ingreso: Tipo de instrumento Bonos, estado: Cobrado, fecha: 3 meses hacia atras",V1.12.4,2350.8,54
2026-07-27T13:27:07-03:00,Avalian,Production,Agenda,"Primer ingreso: Tipo de instrumento Bonos, estado: Pendiente",V1.12.4,123881.3,54
2026-07-27T13:27:07-03:00,Avalian,Production,Agenda,"Primer ingreso: Tipo de instrumento Bonos, estado: Pendiente, fecha: 1 mes hacia atras",V1.12.4,22213.8,54
2026-07-27T13:27:07-03:00,Avalian,Production,Agenda,"Primer ingreso: Tipo de instrumento Bonos, estado: Pendiente, fecha: 3 meses hacia atras",V1.12.4,22898.8,54
2026-07-27T13:27:07-03:00,Avalian,Production,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a descuento, estado: Cobrado, Concepto: Cancelación anticipada",V1.12.4,991.6,54
2026-07-27T13:27:07-03:00,Avalian,Production,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a descuento, estado: Cobrado, Concepto: Cancelación anticipada, fecha: 1 mes hacia atras",V1.12.4,1081.2,54
2026-07-27T13:27:07-03:00,Avalian,Production,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a descuento, estado: Cobrado, Concepto: Cancelación anticipada, fecha: 3 meses hacia atras",V1.12.4,1020.1,54
2026-07-27T13:27:07-03:00,Avalian,Production,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a descuento, estado: Cobrado, Concepto: Vencimiento",V1.12.4,823.55,54
2026-07-27T13:27:07-03:00,Avalian,Production,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a descuento, estado: Cobrado, Concepto: Vencimiento, fecha: 1 mes hacia atras",V1.12.4,1103.35,54
2026-07-27T13:27:07-03:00,Avalian,Production,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a descuento, estado: Cobrado, Concepto: Vencimiento, fecha: 3 meses hacia atras",V1.12.4,1098.85,54
