Timestamp,Cliente,Ambiente,Sección,Versión,P95 (ms) actual,P95 (ms) histórico,Porcentaje de mejora/empeora
2026-05-05T12:58:43-03:00,Avalian,Production,Agenda,V1.11.8,12266.8,30205.0,59.39
2026-05-05T12:58:43-03:00,Avalian,Production,Home,V1.11.8,27411.1,12366.75,-121.65
2026-05-05T12:58:43-03:00,Avalian,Production,Mi dinero,V1.11.8,140421.0,99294.4,-41.42
2026-05-05T12:58:43-03:00,Avalian,Production,Mis operaciones,V1.11.8,52545.35,41389.05,-26.95
2026-05-05T12:58:43-03:00,Avalian,Production,Mis portfolios,V1.11.8,13621.25,9655.25,-41.08
2026-05-05T12:58:43-03:00,Avalian,Production,Rendimiento,V1.11.8,2873.7,3039.5,5.45
