Timestamp,Cliente,Ambiente,Versión actual,Versión comparada,Sección,P95 (ms) de la versión actual,P95 (ms) de la versión comparada,Porcentaje de mejora/empeora
2026-09-25T14:49:07-03:00,LH,Production,V1.14.0,V1.13.4,Agenda,6121.55,6804.3,10.03
2026-09-25T14:49:07-03:00,LH,Production,V1.14.0,V1.13.4,Home,18468.2,17067.85,-8.2
2026-09-25T14:49:07-03:00,LH,Production,V1.14.0,V1.13.4,Mis depositarios,8219.5,8015.25,-2.55
2026-09-25T14:49:07-03:00,LH,Production,V1.14.0,V1.13.4,Mis operaciones,5477.0,25626.85,78.63
2026-09-25T14:49:07-03:00,LH,Production,V1.14.0,V1.13.4,Mis portfolios,15539.45,13975.75,-11.19
2026-09-25T14:49:07-03:00,LH,Production,V1.14.0,V1.13.4,Rendimiento,3126.2,2795.85,-11.82
