Timestamp,Cliente,Ambiente,Sección,Versión,P95 (ms) con nuevas acciones,P95 (ms) sin nuevas acciones,Cantidad de acciones nuevas,Porcentaje de cambio
2026-09-17T15:02:02-03:00,LH,Production,Mis depositarios,V1.14.0,8181.3,8192.1,4,0.13
