Timestamp,Cliente,Ambiente,Sección,Versión,P95 (ms) actual
2026-09-25T14:49:07-03:00,LH,Production,Agenda,V1.14.0,6121.55
2026-09-25T14:49:07-03:00,LH,Production,Home,V1.14.0,18468.2
2026-09-25T14:49:07-03:00,LH,Production,Mis depositarios,V1.14.0,8219.5
2026-09-25T14:49:07-03:00,LH,Production,Mis operaciones,V1.14.0,5477.0
2026-09-25T14:49:07-03:00,LH,Production,Mis portfolios,V1.14.0,15539.45
2026-09-25T14:49:07-03:00,LH,Production,Rendimiento,V1.14.0,3126.2
