Timestamp,Ambiente,Cliente,Versión,Sección,Usuarios concurrentes,Corridas,Muestras,Acciones,Total acciones sección,P95 (ms),P50 (ms),Stdev (ms),Delta vs 1 usuario (%),Baseline 1 usuario (versión)
2026-09-01T22:28:24-03:00,Production,Avalian,V1.14.0,Mis portfolios,1,1,8,8,9,10280.85,6454.5,2427.21,,
2026-09-01T22:28:24-03:00,Production,Avalian,V1.14.0,Mis portfolios,2,3,54,9,9,11572.4,6055.5,19282.29,-12.56,
2026-09-01T22:28:24-03:00,Production,Avalian,V1.14.0,Mis portfolios,4,3,108,9,9,22867.55,12153.5,6322.06,-122.43,
