Timestamp,Cliente,Ambiente,Versión actual,Versión comparada,Sección,Descripción,P95 (ms) de la versión actual,P95 (ms) de la versión comparada,Porcentaje de mejora/empeora
2026-07-30T15:22:34-03:00,LH,Production,V1.13.4,V1.12.5,Agenda,Primer ingreso al menú Agenda,4122.85,4737.8,12.98
2026-07-30T15:22:34-03:00,LH,Production,V1.13.4,V1.12.5,Agenda,"Primer ingreso: Tipo de instrumento Bonos, estado: Cobrado",622.0,899.8,30.87
2026-07-30T15:22:34-03:00,LH,Production,V1.13.4,V1.12.5,Agenda,"Primer ingreso: Tipo de instrumento Bonos, estado: Cobrado, fecha: 1 mes hacia atras",1103.8,1463.8,24.59
2026-07-30T15:22:34-03:00,LH,Production,V1.13.4,V1.12.5,Agenda,"Primer ingreso: Tipo de instrumento Bonos, estado: Cobrado, fecha: 3 meses hacia atras",1403.7,1764.5,20.45
2026-07-30T15:22:34-03:00,LH,Production,V1.13.4,V1.12.5,Agenda,"Primer ingreso: Tipo de instrumento Bonos, estado: Pendiente",58784.45,57780.1,-1.74
2026-07-30T15:22:34-03:00,LH,Production,V1.13.4,V1.12.5,Agenda,"Primer ingreso: Tipo de instrumento Bonos, estado: Pendiente, fecha: 1 mes hacia atras",8120.45,9681.1,16.12
2026-07-30T15:22:34-03:00,LH,Production,V1.13.4,V1.12.5,Agenda,"Primer ingreso: Tipo de instrumento Bonos, estado: Pendiente, fecha: 3 meses hacia atras",7153.3,13275.4,46.12
2026-07-30T15:22:34-03:00,LH,Production,V1.13.4,V1.12.5,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a descuento, estado: Cobrado, Concepto: Cancelación anticipada",762.05,976.0,21.92
2026-07-30T15:22:34-03:00,LH,Production,V1.13.4,V1.12.5,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a descuento, estado: Cobrado, Concepto: Cancelación anticipada, fecha: 1 mes hacia atras",959.45,1099.7,12.75
2026-07-30T15:22:34-03:00,LH,Production,V1.13.4,V1.12.5,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a descuento, estado: Cobrado, Concepto: Cancelación anticipada, fecha: 3 meses hacia atras",972.5,1099.6,11.56
2026-07-30T15:22:34-03:00,LH,Production,V1.13.4,V1.12.5,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a descuento, estado: Cobrado, Concepto: Vencimiento",716.0,850.1,15.77
2026-07-30T15:22:34-03:00,LH,Production,V1.13.4,V1.12.5,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a descuento, estado: Cobrado, Concepto: Vencimiento, fecha: 1 mes hacia atras",987.65,1099.0,10.13
2026-07-30T15:22:34-03:00,LH,Production,V1.13.4,V1.12.5,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a descuento, estado: Cobrado, Concepto: Vencimiento, fecha: 3 meses hacia atras",913.15,1088.6,16.12
2026-07-30T15:22:34-03:00,LH,Production,V1.13.4,V1.12.5,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a descuento, estado: Cobrado, Concepto: Venta",744.1,840.7,11.49
2026-07-30T15:22:34-03:00,LH,Production,V1.13.4,V1.12.5,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a descuento, estado: Cobrado, Concepto: Venta, fecha: 1 mes hacia atras",953.1,1067.2,10.69
2026-07-30T15:22:34-03:00,LH,Production,V1.13.4,V1.12.5,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a descuento, estado: Cobrado, Concepto: Venta, fecha: 3 meses hacia atras",968.05,1070.0,9.53
2026-07-30T15:22:34-03:00,LH,Production,V1.13.4,V1.12.5,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a descuento, estado: Pendiente",569.9,714.9,20.28
2026-07-30T15:22:34-03:00,LH,Production,V1.13.4,V1.12.5,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a descuento, estado: Pendiente, fecha: 1 mes hacia atras",1174.4,1362.8,13.82
2026-07-30T15:22:34-03:00,LH,Production,V1.13.4,V1.12.5,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a descuento, estado: Pendiente, fecha: 3 meses hacia atras",1133.35,1367.0,17.09
2026-07-30T15:22:34-03:00,LH,Production,V1.13.4,V1.12.5,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a plazo, estado: Cobrado, Concepto: Cancelación anticipada",796.9,1000.5,20.35
2026-07-30T15:22:34-03:00,LH,Production,V1.13.4,V1.12.5,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a plazo, estado: Cobrado, Concepto: Cancelación anticipada, fecha: 1 mes hacia atras",927.6,1127.5,17.73
2026-07-30T15:22:34-03:00,LH,Production,V1.13.4,V1.12.5,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a plazo, estado: Cobrado, Concepto: Cancelación anticipada, fecha: 3 meses hacia atras",942.75,1096.2,14.0
2026-07-30T15:22:34-03:00,LH,Production,V1.13.4,V1.12.5,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a plazo, estado: Cobrado, Concepto: Vencimiento",790.8,923.5,14.37
2026-07-30T15:22:34-03:00,LH,Production,V1.13.4,V1.12.5,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a plazo, estado: Cobrado, Concepto: Vencimiento, fecha: 1 mes hacia atras",942.6,1112.1,15.24
2026-07-30T15:22:34-03:00,LH,Production,V1.13.4,V1.12.5,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a plazo, estado: Cobrado, Concepto: Vencimiento, fecha: 3 meses hacia atras",953.7,1089.2,12.44
2026-07-30T15:22:34-03:00,LH,Production,V1.13.4,V1.12.5,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a plazo, estado: Cobrado, Concepto: Venta",805.3,852.7,5.56
2026-07-30T15:22:34-03:00,LH,Production,V1.13.4,V1.12.5,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a plazo, estado: Cobrado, Concepto: Venta, fecha: 1 mes hacia atras",950.25,1202.4,20.97
2026-07-30T15:22:34-03:00,LH,Production,V1.13.4,V1.12.5,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a plazo, estado: Cobrado, Concepto: Venta, fecha: 3 meses hacia atras",936.4,1074.6,12.86
2026-07-30T15:22:34-03:00,LH,Production,V1.13.4,V1.12.5,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a plazo, estado: Pendiente",648.9,771.2,15.86
2026-07-30T15:22:34-03:00,LH,Production,V1.13.4,V1.12.5,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a plazo, estado: Pendiente, fecha: 1 mes hacia atras",1173.6,1553.9,24.47
2026-07-30T15:22:34-03:00,LH,Production,V1.13.4,V1.12.5,Agenda,"Primer ingreso: Tipo de instrumento Operaciones a plazo, estado: Pendiente, fecha: 3 meses hacia atras",1196.1,1421.8,15.87
