Timestamp,Cliente,Ambiente,Versión actual,Versión comparada,Sección,P95 (ms) de la versión actual,P95 (ms) de la versión comparada,Porcentaje de mejora/empeora
2026-08-04T15:25:39-03:00,LH,Production,V1.13.4,V1.12.5,Agenda,6804.3,7916.95,14.05
2026-08-04T15:25:39-03:00,LH,Production,V1.13.4,V1.12.5,Home,17067.85,17301.0,1.35
2026-08-04T15:25:39-03:00,LH,Production,V1.13.4,V1.12.5,Mi dinero,64452.25,67694.35,4.79
2026-08-04T15:25:39-03:00,LH,Production,V1.13.4,V1.12.5,Mis depositarios,8015.25,8238.55,2.71
2026-08-04T15:25:39-03:00,LH,Production,V1.13.4,V1.12.5,Mis operaciones,25626.85,29963.55,14.47
2026-08-04T15:25:39-03:00,LH,Production,V1.13.4,V1.12.5,Mis portfolios,13975.75,12348.35,-13.18
2026-08-04T15:25:39-03:00,LH,Production,V1.13.4,V1.12.5,Rendimiento,2795.85,2916.55,4.14
