Timestamp,Ambiente,Cliente,Versión,Sección,Usuarios concurrentes,Corridas,Muestras,Acciones,Total acciones sección,P95 (ms),P50 (ms),Stdev (ms),Delta vs 1 usuario (%),Baseline 1 usuario (versión)
2026-08-30T21:39:58-03:00,Production,CFI,V1.14.0,Agenda,1,4,248,62,63,55836.85,1042.5,17780.56,,V1.13.4
2026-08-30T21:39:58-03:00,Production,CFI,V1.14.0,Agenda,2,3,234,57,63,58063.45,1064.5,28043.35,-3.99,V1.13.4
