Timestamp,Ambiente,Cliente,Versión,Sección,Usuarios concurrentes,Corridas,Muestras,Acciones,Total acciones sección,P95 (ms),P50 (ms),Stdev (ms),Delta vs 1 usuario (%),Baseline 1 usuario (versión)
2026-08-31T19:49:24-03:00,Production,CFI,V1.14.0,Mis depositarios,1,4,112,28,29,3012.35,1629.5,734.86,,V1.13.4
2026-08-31T19:49:24-03:00,Production,CFI,V1.14.0,Mis depositarios,2,3,174,29,29,4112.0,1754.0,1094.51,-36.5,V1.13.4
2026-08-31T19:49:24-03:00,Production,CFI,V1.14.0,Mis depositarios,4,3,348,29,29,10993.9,2607.0,3728.64,-264.96,V1.13.4
