Timestamp,Cliente,Ambiente,Sección,Versión,P95 (ms) actual,P95 (ms) histórico,Porcentaje de mejora/empeora
2025-10-31T12:24:39-03:00,Avalian,Production,Agenda,V1.10.5,31922.75,32421.0,1.54
2025-10-31T12:24:39-03:00,Avalian,Production,Home,V1.10.5,11252.0,13219.5,14.88
2025-10-31T12:24:39-03:00,Avalian,Production,Login,V1.10.5,14474.0,12311.0,-17.57
2025-10-31T12:24:39-03:00,Avalian,Production,Mis operaciones,V1.10.5,27666.65,24366.5,-13.54
2025-10-31T12:24:39-03:00,Avalian,Production,Mis portfolios,V1.10.5,9267.7,10673.7,13.17
2025-10-31T12:24:39-03:00,Avalian,Production,Rendimiento,V1.10.5,3139.9,2736.95,-14.72
