Timestamp,Cliente,Ambiente,Sección,Versión,P95 (ms) actual,Cantidad de muestras de la sección
2025-10-31T12:24:39-03:00,Avalian,Production,Home,V1.10.5,11920.1,54
2025-10-31T12:24:39-03:00,Avalian,Production,Mis portfolios,V1.10.5,9448.15,54
2025-10-31T12:24:39-03:00,Avalian,Production,Rendimiento,V1.10.5,2393.5,306
