Timestamp,Cliente,Ambiente,Versión,Sección,Descripción base,P95 (ms) acumulado base,Descripción comparada,P95 (ms) acumulado comparada,Porcentaje de mejora/empeora
2025-10-31T12:24:39-03:00,Avalian,Production,V1.10.5,Agenda,Primer ingreso al menú Agenda,3229.6,Segundo ingreso al menú Agenda,3687.2,-14.17
2025-10-31T12:24:39-03:00,Avalian,Production,V1.10.5,Agenda,Primer uso de filtros por estados y conceptos,32216.25,Segundo uso de filtros por estados y conceptos,32028.8,0.58
2025-10-31T12:24:39-03:00,Avalian,Production,V1.10.5,Home,Primer ingreso al menú Home,10523.2,Segundo ingreso al menú Home,4416.6,58.03
2025-10-31T12:24:39-03:00,Avalian,Production,V1.10.5,Mis operaciones,Primer ingreso al menú Mis operaciones,5425.8,Segundo ingreso al menú Mis operaciones,5435.0,-0.17
2025-10-31T12:24:39-03:00,Avalian,Production,V1.10.5,Mis operaciones,Primer uso de filtros de operaciones,32683.3,Segundo uso de filtros de operaciones,29845.7,8.68
2025-10-31T12:24:39-03:00,Avalian,Production,V1.10.5,Mis operaciones,Primer uso de filtros de operaciones por depositario,18456.2,Segundo uso de filtros de operaciones por depositario,15910.0,13.8
2025-10-31T12:24:39-03:00,Avalian,Production,V1.10.5,Mis portfolios,Primer ingreso al menú Mis portfolios,4980.4,Segundo ingreso al menú Mis portfolios,2250.2,54.82
2025-10-31T12:24:39-03:00,Avalian,Production,V1.10.5,Rendimiento,Primer ingreso al portfolio Total,100369.8,Segundo ingreso al portfolio Total,96455.4,3.9
2025-10-31T12:24:39-03:00,Avalian,Production,V1.10.5,Rendimiento,Primer ingreso al portfolio Estrategia,53131.6,Segundo ingreso al portfolio Estrategia,1794.8,96.62
2025-10-31T12:24:39-03:00,Avalian,Production,V1.10.5,Rendimiento,Primer ingreso al portfolio Avalian ARS,77465.7,Segundo ingreso al portfolio Avalian ARS,1578.5,97.96
2025-10-31T12:24:39-03:00,Avalian,Production,V1.10.5,Rendimiento,Primera recorrida de cartas de rendimiento portfolio Total método MWR,2491.25,Segunda recorrida de cartas de rendimiento portfolio Total método MWR,2454.0,1.5
2025-10-31T12:24:39-03:00,Avalian,Production,V1.10.5,Rendimiento,Primera recorrida de cartas de rendimiento portfolio Total método TWR,2533.5,Segunda recorrida de cartas de rendimiento portfolio Total método TWR,2456.0,3.06
2025-10-31T12:24:39-03:00,Avalian,Production,V1.10.5,Rendimiento,Primera recorrida de cartas de rendimiento portfolio Avalian ARS método MWR,2629.8,Segunda recorrida de cartas de rendimiento portfolio Avalian ARS método MWR,2164.85,17.68
2025-10-31T12:24:39-03:00,Avalian,Production,V1.10.5,Rendimiento,Primera recorrida de cartas de rendimiento portfolio Estrategia método MWR,2321.1,Segunda recorrida de cartas de rendimiento portfolio Estrategia método MWR,2234.55,3.73
2025-10-31T12:24:39-03:00,Avalian,Production,V1.10.5,Rendimiento,Primera recorrida de cartas de rendimiento portfolio Avalian ARS método TWR,2276.9,Segunda recorrida de cartas de rendimiento portfolio Avalian ARS método TWR,2189.55,3.84
2025-10-31T12:24:39-03:00,Avalian,Production,V1.10.5,Rendimiento,Primera recorrida de cartas de rendimiento portfolio Estrategia método TWR,2296.6,Segunda recorrida de cartas de rendimiento portfolio Estrategia método TWR,2214.15,3.59
