Timestamp,Cliente,Ambiente,Sección,Versión,P95 (ms) nuevas descripciones,P95 (ms) descripciones históricas,Cantidad de descripciones nuevas,Porcentaje de mejora/empeora
2025-12-15T12:23:27-03:00,Avalian,Production,Rendimiento,V1.10.7,2280.15,2966.45,68,23.14
